                                                                   filename         r1         r2         r3         r4         r5    step_volume    gmsh_volume      nodes   elements     pre_time    biax_time   shear_time   total_time     biax_react          E_eff    shear_react          G_eff
        fcc[r1=3.365_r2=6.072_r3=5.570_r4=6.893_r5=5.910_vol=80975.041].msh     3.3650     6.0720     5.5700     6.8930     5.9100     80975.0410     80791.1757     385470    2189028      12.0155      14.1327      16.9027      43.0610       288.7712        14.4386       119.3431         5.9672
        fcc[r1=3.366_r2=1.982_r3=7.796_r4=2.847_r5=9.981_vol=70630.858].msh     3.3660     1.9820     7.7960     2.8470     9.9810     70630.8580     70555.4778     355917    1995436      10.7414      12.6221      15.0504      38.4230       249.6201        12.4810       103.1146         5.1557
        fcc[r1=3.368_r2=4.233_r3=3.140_r4=1.426_r5=4.158_vol=34177.639].msh     3.3680     4.2330     3.1400     1.4260     4.1580     34177.6390     34029.7655     198343    1074153       5.3141       5.6040       8.5684      19.4912       108.7325         5.4366        52.4941         2.6247
        fcc[r1=3.369_r2=5.085_r3=3.915_r4=4.349_r5=3.525_vol=48209.347].msh     3.3690     5.0850     3.9150     4.3490     3.5250     48209.3470     48047.7932     254031    1405736       7.3256       7.6996      10.3390      25.3707       158.3358         7.9168        72.9354         3.6468
        fcc[r1=3.369_r2=6.744_r3=9.799_r4=1.093_r5=7.121_vol=81375.846].msh     3.3690     6.7440     9.7990     1.0930     7.1210     81375.8460     81177.4385     393776    2230939      12.2784      14.5996      16.9174      43.8055       290.8331        14.5417       120.1606         6.0080
        fcc[r1=3.372_r2=2.917_r3=5.607_r4=4.307_r5=4.078_vol=48411.878].msh     3.3720     2.9170     5.6070     4.3070     4.0780     48411.8780     48297.5671     257792    1430519       7.4962       7.9261      10.7923      26.2209       159.2436         7.9622        71.9938         3.5997
        fcc[r1=3.372_r2=7.272_r3=2.661_r4=1.618_r5=5.561_vol=48780.827].msh     3.3720     7.2720     2.6610     1.6180     5.5610     48780.8270     48542.5282     263010    1458563       7.5996       7.9614      10.8185      26.3862       160.5095         8.0255        74.2866         3.7143
        fcc[r1=3.372_r2=9.021_r3=5.439_r4=4.068_r5=3.004_vol=64409.517].msh     3.3720     9.0210     5.4390     4.0680     3.0040     64409.5170     64167.4566     339937    1890760       9.8930      11.1572      14.0645      35.1230       222.8162        11.1408        96.3341         4.8167
       fcc[r1=3.373_r2=9.821_r3=8.286_r4=6.104_r5=9.554_vol=129583.566].msh     3.3730     9.8210     8.2860     6.1040     9.5540    129583.5660    129358.2956     574676    3324240      19.0681      29.4362      32.0735      80.5929       518.2998        25.9150       194.5882         9.7294
        fcc[r1=3.375_r2=2.268_r3=8.089_r4=1.458_r5=9.186_vol=64488.952].msh     3.3750     2.2680     8.0890     1.4580     9.1860     64488.9520     64405.6950     326480    1828140       9.8162      11.7067      13.6114      35.1425       222.7925        11.1396        94.2555         4.7128
        fcc[r1=3.375_r2=7.436_r3=4.602_r4=6.374_r5=4.123_vol=71642.190].msh     3.3750     7.4360     4.6020     6.3740     4.1230     71642.1900     71428.8780     351851    1983365      10.7243      12.1416      14.8117      37.6866       249.3616        12.4681       106.1392         5.3070
       fcc[r1=3.375_r2=8.201_r3=8.732_r4=7.032_r5=5.956_vol=107446.046].msh     3.3750     8.2010     8.7320     7.0320     5.9560    107446.0460    107243.3796     504908    2895046      16.3948      23.7945      26.2305      66.4334       409.4746        20.4737       159.3580         7.9679
        fcc[r1=3.375_r2=9.821_r3=6.512_r4=3.311_r5=1.087_vol=56580.050].msh     3.3750     9.8210     6.5120     3.3110     1.0870     56580.0500     56336.0228     341120    1858962       9.2190      11.2568      13.3509      33.8346       195.9722         9.7986        84.7457         4.2373
        fcc[r1=3.377_r2=8.754_r3=2.997_r4=3.793_r5=2.183_vol=48963.690].msh     3.3770     8.7540     2.9970     3.7930     2.1830     48963.6900     48720.9505     286751    1570349       7.8574       8.7369      11.5028      28.1039       163.5176         8.1759        74.1701         3.7085
        fcc[r1=3.377_r2=9.199_r3=4.692_r4=6.149_r5=1.074_vol=61577.117].msh     3.3770     9.1990     4.6920     6.1490     1.0740     61577.1170     61334.5886     335338    1850931       9.4819      10.6598      13.6297      33.7794       212.5524        10.6276        92.2163         4.6108
       fcc[r1=3.378_r2=7.685_r3=5.593_r4=8.434_r5=8.815_vol=111968.912].msh     3.3780     7.6850     5.5930     8.4340     8.8150    111968.9120    111767.6458     520077    2992418      17.0761      24.7097      27.6644      69.4635       431.4134        21.5707       167.2057         8.3603
        fcc[r1=3.378_r2=9.851_r3=1.935_r4=8.778_r5=7.000_vol=96560.837].msh     3.3780     9.8510     1.9350     8.7780     7.0000     96560.8370     96321.9642     446037    2554139      14.4875      19.6366      20.7818      54.9174       355.7960        17.7898       142.1661         7.1083
        fcc[r1=3.379_r2=8.612_r3=3.582_r4=9.378_r5=4.530_vol=88922.003].msh     3.3790     8.6120     3.5820     9.3780     4.5300     88922.0030     88698.1065     417402    2381901      13.3301      16.2939      18.4734      48.1080       322.3929        16.1196       131.0342         6.5517
        fcc[r1=3.380_r2=3.046_r3=6.766_r4=5.875_r5=1.660_vol=49417.016].msh     3.3800     3.0460     6.7660     5.8750     1.6600     49417.0160     49304.8657     266482    1473499       7.6771       8.1471      10.9084      26.7392       163.3709         8.1685        74.1624         3.7081
        fcc[r1=3.380_r2=7.013_r3=2.834_r4=5.788_r5=3.188_vol=55720.849].msh     3.3800     7.0130     2.8340     5.7880     3.1880     55720.8490     55507.6803     285132    1586159       8.3538       9.0225      11.8984      29.2819       186.5170         9.3259        83.8692         4.1935
        fcc[r1=3.381_r2=1.131_r3=8.538_r4=2.174_r5=8.108_vol=59844.424].msh     3.3810     1.1310     8.5380     2.1740     8.1080     59844.4240     59785.6338     312605    1742764       9.3073      10.2361      13.0531      32.6044       204.9028        10.2451        87.0983         4.3549
        fcc[r1=3.381_r2=9.418_r3=5.366_r4=3.578_r5=8.240_vol=91309.167].msh     3.3810     9.4180     5.3660     3.5780     8.2400     91309.1670     91069.2475     427635    2442868      13.4973      17.7731      19.9123      51.1940       332.3975        16.6199       134.4779         6.7239
        fcc[r1=3.383_r2=5.062_r3=4.396_r4=8.838_r5=3.377_vol=68248.749].msh     3.3830     5.0620     4.3960     8.8380     3.3770     68248.7490     68090.6031     333734    1878062      10.1637      11.2391      13.9274      35.3388       235.9148        11.7957       101.0413         5.0521
       fcc[r1=3.383_r2=7.353_r3=6.557_r4=9.389_r5=9.019_vol=121664.427].msh     3.3830     7.3530     6.5570     9.3890     9.0190    121664.4270    121471.6788     550173    3174352      18.0482      27.5879      30.2291      75.8800       481.1892        24.0595       183.1961         9.1598
        fcc[r1=3.385_r2=5.414_r3=9.823_r4=1.248_r5=6.997_vol=76023.541].msh     3.3850     5.4140     9.8230     1.2480     6.9970     76023.5410     75847.6124     368610    2083740      11.3085      13.5567      15.8683      40.7428       267.9987        13.3999       112.4495         5.6225
        fcc[r1=3.385_r2=9.975_r3=5.290_r4=6.849_r5=5.830_vol=97501.809].msh     3.3850     9.9750     5.2900     6.8490     5.8300     97501.8090     97269.4395     459806    2625802      14.7011      20.2266      21.7387      56.6788       361.3100        18.0655       143.8424         7.1921
        fcc[r1=3.386_r2=4.272_r3=8.094_r4=5.413_r5=2.648_vol=61671.101].msh     3.3860     4.2720     8.0940     5.4130     2.6480     61671.1010     61527.4352     315401    1761160       9.2619      10.4597      13.3418      33.0712       210.4510        10.5225        92.2176         4.6109
       fcc[r1=3.388_r2=5.941_r3=7.062_r4=8.980_r5=9.317_vol=115663.791].msh     3.3880     5.9410     7.0620     8.9800     9.3170    115663.7910    115498.2785     529152    3041398      17.1891      25.1437      27.6513      69.9977       453.1921        22.6596       174.0950         8.7048
        fcc[r1=3.389_r2=5.166_r3=8.058_r4=6.560_r5=4.323_vol=78858.193].msh     3.3890     5.1660     8.0580     6.5600     4.3230     78858.1930     78698.8677     379612    2149069      11.7289      14.6425      16.1141      42.4951       280.4373        14.0219       116.6315         5.8316
        fcc[r1=3.389_r2=5.266_r3=9.130_r4=4.800_r5=7.684_vol=92915.930].msh     3.3890     5.2660     9.1300     4.8000     7.6840     92915.9300     92754.5919     431653    2462766      13.6484      17.9129      19.8611      51.4334       342.2695        17.1135       137.2789         6.8639
        fcc[r1=3.391_r2=4.959_r3=9.136_r4=1.373_r5=5.347_vol=63744.576].msh     3.3910     4.9590     9.1360     1.3730     5.3470     63744.5760     63578.8000     320718    1795541       9.4995      10.5511      13.4566      33.5154       218.2468        10.9123        95.2771         4.7639
        fcc[r1=3.391_r2=5.621_r3=1.944_r4=7.289_r5=3.752_vol=55442.579].msh     3.3910     5.6210     1.9440     7.2890     3.7520     55442.5790     55270.6279     281402    1572187       8.3604       8.7252      11.7003      28.7929       185.0369         9.2518        83.0209         4.1510
       fcc[r1=3.392_r2=6.066_r3=9.156_r4=5.829_r5=8.813_vol=108425.517].msh     3.3920     6.0660     9.1560     5.8290     8.8130    108425.5170    108249.4346     500316    2873491      16.4186      23.1680      26.3881      65.9877       415.0653        20.7533       161.4958         8.0748
        fcc[r1=3.395_r2=5.297_r3=4.671_r4=4.707_r5=4.975_vol=59764.154].msh     3.3950     5.2970     4.6710     4.7070     4.9750     59764.1540     59599.6783     299697    1679527       9.0700      10.3012      12.6148      31.9936       201.7468        10.0873        89.3014         4.4651
        fcc[r1=3.396_r2=1.149_r3=4.723_r4=8.175_r5=7.673_vol=65166.373].msh     3.3960     1.1490     4.7230     8.1750     7.6730     65166.3730     65085.3247     349187    1945164      10.1630      11.6021      14.4035      36.1771       229.5285        11.4764        94.5013         4.7251
        fcc[r1=3.396_r2=4.162_r3=4.371_r4=2.124_r5=5.641_vol=46347.608].msh     3.3960     4.1620     4.3710     2.1240     5.6410     46347.6080     46203.4121     246868    1366308       7.0564       7.3333      10.3012      24.6971       151.3151         7.5658        69.8452         3.4923
        fcc[r1=3.396_r2=6.573_r3=3.940_r4=8.071_r5=8.511_vol=93840.079].msh     3.3960     6.5730     3.9400     8.0710     8.5110     93840.0790     93658.8452     439257    2505336      13.9262      17.9701      20.2912      52.1987       346.7966        17.3398       139.2459         6.9623
        fcc[r1=3.397_r2=4.174_r3=6.013_r4=2.773_r5=1.326_vol=37457.118].msh     3.3970     4.1740     6.0130     2.7730     1.3260     37457.1180     37305.5123     223123    1211429       6.0186       6.3836       9.3547      21.7622       121.0694         6.0535        57.4832         2.8742
        fcc[r1=3.398_r2=6.374_r3=9.955_r4=3.079_r5=1.841_vol=61562.134].msh     3.3980     6.3740     9.9550     3.0790     1.8410     61562.1340     61364.1090     337381    1861364       9.5474      10.6613      13.9345      34.1518       212.7618        10.6381        92.5293         4.6265
       fcc[r1=3.398_r2=8.759_r3=8.482_r4=8.825_r5=6.280_vol=121129.238].msh     3.3980     8.7590     8.4820     8.8250     6.2800    121129.2380    120917.5959     548451    3162079      18.0763      27.2902      29.7411      75.1218       476.7173        23.8359       181.4324         9.0716
       fcc[r1=3.399_r2=4.211_r3=7.159_r4=9.602_r5=9.787_vol=111535.820].msh     3.3990     4.2110     7.1590     9.6020     9.7870    111535.8200    111419.8745     524114    3001682      17.2363      25.1699      27.1762      69.5961       437.1426        21.8571       168.5077         8.4254
        fcc[r1=3.399_r2=4.644_r3=6.528_r4=3.708_r5=8.051_vol=74070.963].msh     3.3990     4.6440     6.5280     3.7080     8.0510     74070.9630     73925.5806     357387    2018229      10.9954      13.3515      15.5927      39.9498       260.1821        13.0091       109.4390         5.4719
        fcc[r1=3.400_r2=4.264_r3=5.534_r4=7.563_r5=4.034_vol=67127.246].msh     3.4000     4.2640     5.5340     7.5630     4.0340     67127.2460     66986.8566     329487    1852044      10.0141      11.0718      13.7626      34.8566       231.6542        11.5827        99.3615         4.9681
        fcc[r1=3.400_r2=4.846_r3=9.303_r4=2.998_r5=8.646_vol=87729.709].msh     3.4000     4.8460     9.3030     2.9980     8.6460     87729.7090     87577.7836     412958    2349348      13.0114      15.7107      18.0565      46.7892       318.9251        15.9463       129.4896         6.4745
        fcc[r1=3.400_r2=5.677_r3=9.319_r4=7.383_r5=3.697_vol=87508.263].msh     3.4000     5.6770     9.3190     7.3830     3.6970     87508.2630     87370.4073     419428    2383837      13.1815      15.9668      18.6699      47.8288       318.8311        15.9416       129.7567         6.4878
        fcc[r1=3.401_r2=1.862_r3=9.275_r4=8.342_r5=1.417_vol=63361.874].msh     3.4010     1.8620     9.2750     8.3420     1.4170     63361.8740     63300.0368     332344    1857606       9.8840      10.9594      13.8473      34.6991       218.1919        10.9096        93.1133         4.6557
        fcc[r1=3.401_r2=5.393_r3=1.499_r4=9.912_r5=4.072_vol=64871.231].msh     3.4010     5.3930     1.4990     9.9120     4.0720     64871.2310     64706.0931     321160    1804358       9.7680      10.6153      13.5975      33.9891       222.3564        11.1178        96.1735         4.8087
        fcc[r1=3.401_r2=7.418_r3=3.919_r4=1.927_r5=7.298_vol=63489.075].msh     3.4010     7.4180     3.9190     1.9270     7.2980     63489.0750     63270.9455     314907    1765687       9.5091      10.2359      13.2191      32.9719       215.8813        10.7941        94.8650         4.7432
        fcc[r1=3.402_r2=1.021_r3=3.340_r4=2.669_r5=4.039_vol=27877.064].msh     3.4020     1.0210     3.3400     2.6690     4.0390     27877.0640     27793.8556     185064     982942       4.6208       4.8290       7.9909      17.4452        87.5163         4.3758        41.7615         2.0881
        fcc[r1=3.402_r2=5.023_r3=4.630_r4=9.426_r5=5.741_vol=82822.139].msh     3.4020     5.0230     4.6300     9.4260     5.7410     82822.1390     82671.4106     396179    2249348      12.4110      14.5233      17.0581      44.0026       298.2342        14.9117       122.3937         6.1197
        fcc[r1=3.404_r2=2.269_r3=5.702_r4=5.855_r5=5.014_vol=55937.947].msh     3.4040     2.2690     5.7020     5.8550     5.0140     55937.9470     55842.7095     292634    1630228       8.6055       9.3242      12.0926      30.0296       188.4819         9.4241        81.9639         4.0982
        fcc[r1=3.404_r2=8.161_r3=4.074_r4=9.722_r5=4.035_vol=88520.907].msh     3.4040     8.1610     4.0740     9.7220     4.0350     88520.9070     88305.2263     415364    2367968      13.2873      15.6982      19.1227      48.1191       320.9193        16.0460       130.7741         6.5387
       fcc[r1=3.404_r2=9.747_r3=6.778_r4=6.903_r5=5.609_vol=102862.969].msh     3.4040     9.7470     6.7780     6.9030     5.6090    102862.9690    102636.2496     482705    2763331      15.6717      21.1076      24.2982      61.0900       386.9047        19.3452       152.4704         7.6235
       fcc[r1=3.405_r2=1.508_r3=9.156_r4=9.371_r5=9.344_vol=102809.935].msh     3.4050     1.5080     9.1560     9.3710     9.3440    102809.9350    102787.2806     507187    2888592      16.1584      24.7714      26.0345      66.9770       399.2800        19.9640       153.5948         7.6797
        fcc[r1=3.405_r2=2.611_r3=5.687_r4=1.860_r5=9.582_vol=58537.254].msh     3.4050     2.6110     5.6870     1.8600     9.5820     58537.2540     58428.5175     308609    1717131       9.0272      10.7719      12.7248      32.5318       199.3946         9.9697        85.8383         4.2919
        fcc[r1=3.405_r2=8.689_r3=3.436_r4=9.215_r5=5.967_vol=95539.584].msh     3.4050     8.6890     3.4360     9.2150     5.9670     95539.5840     95314.0245     440991    2523881      14.0869      18.1233      20.6214      52.8431       351.7890        17.5895       141.1188         7.0559
        fcc[r1=3.406_r2=1.143_r3=8.658_r4=6.753_r5=5.845_vol=70601.634].msh     3.4060     1.1430     8.6580     6.7530     5.8450     70601.6340     70536.2317     359758    2022878      10.9250      13.0164      15.0751      39.0254       249.1534        12.4577       102.6626         5.1331
        fcc[r1=3.406_r2=7.273_r3=1.903_r4=5.852_r5=3.492_vol=54864.637].msh     3.4060     7.2730     1.9030     5.8520     3.4920     54864.6370     54652.9968     282242    1570601       8.3079       8.9193      11.5729      28.8073       183.0585         9.1529        82.6587         4.1329
        fcc[r1=3.406_r2=7.553_r3=5.951_r4=6.945_r5=6.526_vol=93720.421].msh     3.4060     7.5530     5.9510     6.9450     6.5260     93720.4210     93517.0340     437860    2500832      13.9041      18.1741      20.6277      52.7170       344.2187        17.2109       138.3343         6.9167
        fcc[r1=3.409_r2=1.376_r3=8.729_r4=8.844_r5=5.819_vol=81298.032].msh     3.4090     1.3760     8.7290     8.8440     5.8190     81298.0320     81262.9810     402135    2273402      12.3567      15.2659      17.1495      44.7826       295.7853        14.7893       118.8263         5.9413
        fcc[r1=3.410_r2=2.887_r3=8.646_r4=7.911_r5=2.546_vol=68851.067].msh     3.4100     2.8870     8.6460     7.9110     2.5460     68851.0670     68754.6515     342937    1926790      10.4200      11.5908      14.4310      36.4503       239.8450        11.9923       101.6348         5.0817
        fcc[r1=3.410_r2=7.668_r3=5.419_r4=9.147_r5=1.178_vol=74186.778].msh     3.4100     7.6680     5.4190     9.1470     1.1780     74186.7780     73973.9174     373584    2101103      11.3285      13.1289      15.7402      40.2071       261.4783        13.0739       110.5802         5.5290
        fcc[r1=3.412_r2=2.071_r3=2.331_r4=4.945_r5=6.874_vol=43890.156].msh     3.4120     2.0710     2.3310     4.9450     6.8740     43890.1560     43768.1399     256756    1408894       7.0422       7.6716      10.5116      25.2314       144.4061         7.2203        64.1951         3.2098
        fcc[r1=3.412_r2=2.554_r3=5.575_r4=2.114_r5=7.312_vol=50712.135].msh     3.4120     2.5540     5.5750     2.1140     7.3120     50712.1350     50597.9933     271907    1507099       7.8816       8.1895      11.3148      27.3929       168.2880         8.4144        74.7500         3.7375
        fcc[r1=3.412_r2=4.484_r3=8.622_r4=5.028_r5=3.836_vol=68983.304].msh     3.4120     4.4840     8.6220     5.0280     3.8360     68983.3040     68839.9781     342492    1925549      10.3994      11.2950      14.1803      35.8833       239.4339        11.9717       102.6166         5.1308
        fcc[r1=3.414_r2=2.932_r3=1.924_r4=2.286_r5=1.057_vol=20081.547].msh     3.4140     2.9320     1.9240     2.2860     1.0570     20081.5470     19952.1262     156600     810772       3.4740       3.8889       6.6507      14.0174        62.6708         3.1335        30.6345         1.5317
        fcc[r1=3.415_r2=1.282_r3=9.749_r4=4.305_r5=7.733_vol=73863.690].msh     3.4150     1.2820     9.7490     4.3050     7.7330     73863.6900     73822.3051     368785    2078127      11.2080      13.1597      15.7630      40.1402       262.6844        13.1342       107.7409         5.3870
        fcc[r1=3.417_r2=3.174_r3=3.648_r4=5.669_r5=5.353_vol=52024.698].msh     3.4170     3.1740     3.6480     5.6690     5.3530     52024.6980     51895.1905     276117    1532930       8.1628       8.4731      11.5128      28.1558       173.0525         8.6526        76.7125         3.8356
       fcc[r1=3.417_r2=9.465_r3=7.598_r4=6.736_r5=7.680_vol=117044.197].msh     3.4170     9.4650     7.5980     6.7360     7.6800    117044.1970    116823.3601     538483    3105066      17.6162      26.9940      28.7823      73.4072       454.4492        22.7225       174.5059         8.7253
        fcc[r1=3.419_r2=9.538_r3=9.293_r4=7.724_r5=1.153_vol=90301.695].msh     3.4190     9.5380     9.2930     7.7240     1.1530     90301.6950     90081.3434     464136    2609840      14.0658      19.7732      21.0560      54.9064       336.0487        16.8024       135.0838         6.7542
        fcc[r1=3.421_r2=2.071_r3=8.260_r4=4.018_r5=5.263_vol=59424.652].msh     3.4210     2.0710     8.2600     4.0180     5.2630     59424.6520     59350.8672     306445    1712448       9.1681      10.1924      12.8413      32.2097       201.7620        10.0881        87.2866         4.3643
        fcc[r1=3.421_r2=5.128_r3=2.230_r4=2.239_r5=6.836_vol=46617.855].msh     3.4210     5.1280     2.2300     2.2390     6.8360     46617.8550     46452.5886     251517    1388592       7.1755       7.6049      10.4374      25.2245       152.2406         7.6120        70.3323         3.5166
        fcc[r1=3.421_r2=9.388_r3=5.567_r4=8.256_r5=2.815_vol=86696.202].msh     3.4210     9.3880     5.5670     8.2560     2.8150     86696.2020     86468.9950     422116    2392754      13.1219      16.0006      18.5143      47.6474       314.8541        15.7427       128.7773         6.4389
        fcc[r1=3.422_r2=2.594_r3=8.666_r4=1.767_r5=4.638_vol=51488.839].msh     3.4220     2.5940     8.6660     1.7670     4.6380     51488.8390     51391.4269     271899    1509996       7.9162       8.5652      11.5252      28.0136       170.8650         8.5432        76.9605         3.8480
        fcc[r1=3.422_r2=7.462_r3=1.683_r4=8.408_r5=8.067_vol=86707.800].msh     3.4220     7.4620     1.6830     8.4080     8.0670     86707.8000     86501.8210     408588    2322888      12.8662      15.0884      18.0828      46.0476       313.7386        15.6869       128.6436         6.4322
        fcc[r1=3.423_r2=2.702_r3=6.807_r4=4.195_r5=7.681_vol=66721.576].msh     3.4230     2.7020     6.8070     4.1950     7.6810     66721.5760     66623.5305     335294    1880980      10.1420      11.2327      14.0572      35.4401       231.5024        11.5751        97.8067         4.8903
        fcc[r1=3.423_r2=6.424_r3=2.682_r4=3.955_r5=1.185_vol=37479.471].msh     3.4230     6.4240     2.6820     3.9550     1.1850     37479.4710     37288.6646     229200    1241066       6.0404       6.6822       9.2905      22.0187       121.5426         6.0771        57.4444         2.8722
        fcc[r1=3.429_r2=2.994_r3=5.770_r4=6.485_r5=6.683_vol=69158.592].msh     3.4290     2.9940     5.7700     6.4850     6.6830     69158.5920     69050.7521     344771    1937052      10.4926      11.7171      14.5486      36.7668       241.5892        12.0795       101.4639         5.0732
        fcc[r1=3.430_r2=9.608_r3=2.386_r4=8.528_r5=4.160_vol=82194.363].msh     3.4300     9.6080     2.3860     8.5280     4.1600     82194.3630     81956.1823     394237    2238637      12.3232      14.4642      17.0992      43.8966       292.8942        14.6447       121.6408         6.0820
        fcc[r1=3.431_r2=1.744_r3=7.962_r4=3.395_r5=2.872_vol=44847.545].msh     3.4310     1.7440     7.9620     3.3950     2.8720     44847.5450     44763.3178     245623    1349534       6.9410       7.3386      10.2261      24.5118       146.5230         7.3261        67.2891         3.3645
        fcc[r1=3.433_r2=5.410_r3=3.742_r4=9.680_r5=4.855_vol=77932.551].msh     3.4330     5.4100     3.7420     9.6800     4.8550     77932.5510     77771.0381     372877    2112808      11.6023      13.1145      16.0390      40.7656       276.3288        13.8164       115.4009         5.7700
        fcc[r1=3.434_r2=1.439_r3=8.410_r4=4.210_r5=1.924_vol=44506.826].msh     3.4340     1.4390     8.4100     4.2100     1.9240     44506.8260     44427.4953     247596    1359815       6.9479       7.3661      10.2040      24.5240       145.5050         7.2753        66.8417         3.3421
        fcc[r1=3.434_r2=2.919_r3=7.015_r4=5.677_r5=7.166_vol=73146.215].msh     3.4340     2.9190     7.0150     5.6770     7.1660     73146.2150     73046.4834     361765    2039919      11.1007      12.4259      15.7442      39.2797       258.0594        12.9030       107.4378         5.3719
       fcc[r1=3.434_r2=6.911_r3=8.695_r4=8.788_r5=4.437_vol=102233.118].msh     3.4340     6.9110     8.6950     8.7880     4.4370    102233.1180    102056.4268     485858    2777582      15.4982      21.9296      24.7385      62.1791       385.2848        19.2642       151.9912         7.5996
        fcc[r1=3.434_r2=8.374_r3=1.975_r4=2.621_r5=2.591_vol=41686.779].msh     3.4340     8.3740     1.9750     2.6210     2.5910     41686.7790     41441.1681     247835    1343743       6.5809       7.6089       9.9659      24.1614       136.8932         6.8447        63.5270         3.1763
        fcc[r1=3.436_r2=9.428_r3=1.649_r4=3.167_r5=3.365_vol=49576.538].msh     3.4360     9.4280     1.6490     3.1670     3.3650     49576.5380     49340.0080     283417    1556887       7.8190       8.4034      11.4821      27.7111       165.4292         8.2715        75.7037         3.7852
        fcc[r1=3.437_r2=3.816_r3=5.196_r4=3.260_r5=1.960_vol=38452.802].msh     3.4370     3.8160     5.1960     3.2600     1.9600     38452.8020     38316.6522     221326    1204647       6.0365       6.2392       9.3660      21.6470       123.9636         6.1982        58.9656         2.9483
        fcc[r1=3.437_r2=9.798_r3=6.815_r4=4.577_r5=4.779_vol=86320.507].msh     3.4370     9.7980     6.8150     4.5770     4.7790     86320.5070     86085.2324     428060    2422846      13.2462      15.8384      18.8933      47.9886       313.3629        15.6681       128.3846         6.4192
