                                                                   filename         r1         r2         r3         r4         r5    step_volume    gmsh_volume      nodes   elements     pre_time    biax_time   shear_time   total_time     biax_react          E_eff    shear_react          G_eff
        fcc[r1=3.763_r2=1.617_r3=6.196_r4=8.289_r5=2.800_vol=59047.750].msh     3.7630     1.6170     6.1960     8.2890     2.8000     59047.7500     58953.7542     308352    1719356       9.0115      10.3622      13.8766      33.2587       199.8665         9.9933        88.0632         4.4032
        fcc[r1=3.764_r2=3.547_r3=4.970_r4=7.646_r5=7.371_vol=79377.212].msh     3.7640     3.5470     4.9700     7.6460     7.3710     79377.2120     79268.5860     388276    2192049      11.7533      14.6644      18.1688      44.5971       283.4821        14.1741       118.8257         5.9413
        fcc[r1=3.765_r2=1.381_r3=3.569_r4=5.782_r5=3.588_vol=41079.833].msh     3.7650     1.3810     3.5690     5.7820     3.5880     41079.8330     40991.8652     238543    1304189       6.4128       7.1643      10.7421      24.3253       133.0722         6.6536        61.7040         3.0852
        fcc[r1=3.765_r2=9.293_r3=2.892_r4=5.349_r5=6.437_vol=82429.350].msh     3.7650     9.2930     2.8920     5.3490     6.4370     82429.3500     82204.0961     390340    2218826      12.1482      15.0325      18.2150      45.4067       292.5168        14.6258       124.9174         6.2459
        fcc[r1=3.767_r2=4.949_r3=4.506_r4=8.064_r5=6.048_vol=80526.067].msh     3.7670     4.9490     4.5060     8.0640     6.0480     80526.0670     80385.8490     381769    2166220      11.8868      14.6879      17.9797      44.5654       286.2042        14.3102       121.4147         6.0707
        fcc[r1=3.768_r2=2.584_r3=3.038_r4=2.723_r5=4.070_vol=34936.806].msh     3.7680     2.5840     3.0380     2.7230     4.0700     34936.8060     34816.9639     209500    1135600       5.4434       5.8816       9.7617      21.0923       111.4348         5.5717        53.7504         2.6875
        fcc[r1=3.769_r2=8.772_r3=1.074_r4=4.215_r5=1.457_vol=43702.717].msh     3.7690     8.7720     1.0740     4.2150     1.4570     43702.7170     43441.3098     263330    1427501       6.8261       7.9599      11.3942      26.1867       144.8903         7.2445        67.2860         3.3643
       fcc[r1=3.771_r2=9.336_r3=9.671_r4=7.174_r5=3.321_vol=106324.229].msh     3.7710     9.3360     9.6710     7.1740     3.3210    106324.2290    106115.8590     505803    2885493      15.8061      24.0863      26.7710      66.6777       405.9875        20.2994       162.5387         8.1269
        fcc[r1=3.772_r2=1.767_r3=1.804_r4=9.971_r5=7.793_vol=65190.880].msh     3.7720     1.7670     1.8040     9.9710     7.7930     65190.8800     65107.4878     359619    1994473      10.8389      12.6494      15.9656      39.4639       229.3566        11.4678        96.1934         4.8097
        fcc[r1=3.772_r2=5.268_r3=1.659_r4=9.374_r5=5.534_vol=72133.896].msh     3.7720     5.2680     1.6590     9.3740     5.5340     72133.8960     71982.2973     350523    1976815      10.5785      12.6183      16.3324      39.5390       251.1594        12.5580       108.8102         5.4405
        fcc[r1=3.772_r2=7.579_r3=8.919_r4=4.787_r5=2.266_vol=76398.706].msh     3.7720     7.5790     8.9190     4.7870     2.2660     76398.7060     76196.9617     393358    2206293      11.5991      14.6606      18.0695      44.3398       272.1327        13.6066       117.1056         5.8553
       fcc[r1=3.775_r2=9.415_r3=9.384_r4=9.402_r5=9.148_vol=155620.842].msh     3.7750     9.4150     9.3840     9.4020     9.1480    155620.8420    155420.3816     675586    3933641      25.9394      49.4199      46.9850     122.3683       659.8065        32.9903       244.1770        12.2089
        fcc[r1=3.776_r2=1.938_r3=3.683_r4=2.930_r5=3.032_vol=32334.965].msh     3.7760     1.9380     3.6830     2.9300     3.0320     32334.9650     32229.0119     201580    1085400       5.3666       5.7281       9.5074      20.6075       102.7245         5.1362        49.9085         2.4954
        fcc[r1=3.776_r2=3.993_r3=6.339_r4=9.953_r5=7.260_vol=99541.679].msh     3.7760     3.9930     6.3390     9.9530     7.2600     99541.6790     99427.3204     459657    2624044      14.5080      20.9933      23.2219      58.7365       374.2728        18.7136       150.5920         7.5296
        fcc[r1=3.776_r2=7.125_r3=7.534_r4=7.772_r5=3.374_vol=90238.329].msh     3.7760     7.1250     7.5340     7.7720     3.3740     90238.3290     90053.8944     428446    2437685      13.2064      18.3354      21.0114      52.5662       328.6361        16.4318       137.1554         6.8578
        fcc[r1=3.777_r2=3.028_r3=4.360_r4=8.433_r5=4.343_vol=64742.446].msh     3.7770     3.0280     4.3600     8.4330     4.3430     64742.4460     64623.4833     326183    1830025       9.6523      11.4469      15.0012      36.1092       221.9226        11.0961        96.7534         4.8377
        fcc[r1=3.777_r2=3.094_r3=9.319_r4=9.911_r5=4.583_vol=96245.757].msh     3.7770     3.0940     9.3190     9.9110     4.5830     96245.7570     96161.3781     449823    2564608      13.9574      19.7415      22.1829      55.8943       358.3851        17.9193       144.8495         7.2425
        fcc[r1=3.781_r2=9.338_r3=1.936_r4=7.226_r5=7.329_vol=91978.237].msh     3.7810     9.3380     1.9360     7.2260     7.3290     91978.2370     91751.7136     427382    2443555      13.4266      18.1096      20.2885      51.8363       333.3578        16.6679       138.9996         6.9500
       fcc[r1=3.782_r2=9.641_r3=7.329_r4=9.859_r5=6.091_vol=129160.109].msh     3.7820     9.6410     7.3290     9.8590     6.0910    129160.1090    128959.5977     583358    3372166      19.7650      31.9276      35.0499      86.7593       514.3668        25.7183       197.9941         9.8997
        fcc[r1=3.783_r2=2.511_r3=4.655_r4=3.352_r5=1.955_vol=35241.411].msh     3.7830     2.5110     4.6550     3.3520     1.9550     35241.4110     35134.6003     210698    1140453       5.4968       6.2637       9.7054      21.4713       112.8597         5.6430        54.7576         2.7379
        fcc[r1=3.783_r2=8.096_r3=2.129_r4=4.923_r5=7.916_vol=78334.437].msh     3.7830     8.0960     2.1290     4.9230     7.9160     78334.4370     78126.4931     372202    2110567      11.3973      13.8706      16.7814      42.0598       274.9973        13.7499       118.8620         5.9431
        fcc[r1=3.784_r2=2.860_r3=9.522_r4=7.531_r5=4.275_vol=83001.377].msh     3.7840     2.8600     9.5220     7.5310     4.2750     83001.3770     82916.8126     397772    2254768      12.1798      15.4566      18.6735      46.3210       298.1725        14.9086       124.4984         6.2249
        fcc[r1=3.785_r2=1.653_r3=7.255_r4=2.816_r5=9.560_vol=68357.925].msh     3.7850     1.6530     7.2550     2.8160     9.5600     68357.9250     68265.9747     350278    1959235      10.3402      12.3069      16.1129      38.7694       238.5848        11.9292       101.7140         5.0857
        fcc[r1=3.785_r2=2.156_r3=7.553_r4=5.960_r5=7.806_vol=79180.432].msh     3.7850     2.1560     7.5530     5.9600     7.8060     79180.4320     79090.8952     387065    2185797      11.6524      14.6225      17.9757      44.2609       283.4235        14.1712       118.0715         5.9036
        fcc[r1=3.785_r2=2.356_r3=5.499_r4=8.429_r5=3.168_vol=61767.017].msh     3.7850     2.3560     5.4990     8.4290     3.1680     61767.0170     61667.6088     317778    1775523       9.2984      10.9769      14.3916      34.6755       210.0980        10.5049        92.4283         4.6214
        fcc[r1=3.786_r2=2.144_r3=3.045_r4=6.434_r5=1.209_vol=36525.522].msh     3.7860     2.1440     3.0450     6.4340     1.2090     36525.5220     36415.8749     215574    1170357       5.6659       6.1341      10.0468      21.8524       116.9003         5.8450        56.2571         2.8129
        fcc[r1=3.786_r2=8.054_r3=8.784_r4=4.106_r5=3.992_vol=84502.944].msh     3.7860     8.0540     8.7840     4.1060     3.9920     84502.9440     84298.0702     415574    2349134      12.5829      16.0915      19.5464      48.2319       305.2414        15.2621       129.1514         6.4576
        fcc[r1=3.787_r2=4.234_r3=3.105_r4=9.714_r5=6.072_vol=77818.051].msh     3.7870     4.2340     3.1050     9.7140     6.0720     77818.0510     77685.3193     379310    2140851      11.5035      14.2495      17.4337      43.1969       276.1782        13.8089       116.7896         5.8395
        fcc[r1=3.787_r2=9.405_r3=1.505_r4=4.621_r5=4.180_vol=62275.291].msh     3.7870     9.4050     1.5050     4.6210     4.1800     62275.2910     62051.8261     324020    1806487       9.3875      10.8049      14.5832      34.7843       212.3429        10.6171        95.7349         4.7867
        fcc[r1=3.788_r2=3.655_r3=9.373_r4=5.970_r5=3.941_vol=77110.327].msh     3.7880     3.6550     9.3730     5.9700     3.9410     77110.3270     77005.8920     375171    2119585      11.3479      14.0963      17.2783      42.7328       272.2022        13.6101       116.6973         5.8349
        fcc[r1=3.790_r2=9.465_r3=2.895_r4=3.861_r5=1.486_vol=50991.950].msh     3.7900     9.4650     2.8950     3.8610     1.4860     50991.9500     50762.8663     303033    1652811       8.0374       9.5748      12.9988      30.6185       172.8528         8.6426        78.4827         3.9241
        fcc[r1=3.791_r2=3.939_r3=4.887_r4=8.550_r5=8.914_vol=92362.255].msh     3.7910     3.9390     4.8870     8.5500     8.9140     92362.2550     92242.8558     437952    2486078      13.5226      18.7518      21.4824      53.7691       342.1222        17.1061       139.5364         6.9768
        fcc[r1=3.792_r2=1.764_r3=6.455_r4=3.071_r5=2.696_vol=40538.856].msh     3.7920     1.7640     6.4550     3.0710     2.6960     40538.8560     40441.7700     232875    1273746       6.3493       6.8032      10.4697      23.6283       130.9577         6.5479        62.4699         3.1235
        fcc[r1=3.792_r2=7.008_r3=1.308_r4=8.181_r5=1.705_vol=56713.012].msh     3.7920     7.0080     1.3080     8.1810     1.7050     56713.0120     56528.6276     292634    1627734       8.4401       9.0183      13.3352      30.8015       190.1048         9.5052        87.6213         4.3811
       fcc[r1=3.792_r2=8.995_r3=8.532_r4=7.022_r5=9.635_vol=137364.901].msh     3.7920     8.9950     8.5320     7.0220     9.6350    137364.9010    137167.0787     611180    3545089      20.5091      38.1586      37.3294      96.0158       556.9018        27.8451       211.9556        10.5978
       fcc[r1=3.793_r2=7.021_r3=5.193_r4=7.699_r5=8.054_vol=103043.937].msh     3.7930     7.0210     5.1930     7.6990     8.0540    103043.9370    102866.0938     472724    2714062      19.2295      22.6079      25.0092      66.8810       385.7259        19.2863       156.3011         7.8151
        fcc[r1=3.794_r2=2.122_r3=4.805_r4=8.092_r5=7.940_vol=75354.775].msh     3.7940     2.1220     4.8050     8.0920     7.9400     75354.7750     75252.2895     383056    2150109      11.3631      14.6583      17.4224      43.4540       269.0092        13.4505       112.2265         5.6113
        fcc[r1=3.796_r2=4.760_r3=3.077_r4=6.821_r5=8.094_vol=75912.554].msh     3.7960     4.7600     3.0770     6.8210     8.0940     75912.5540     75768.1381     370208    2086429      11.1717      13.6354      17.1967      42.0138       267.6867        13.3843       114.4680         5.7234
        fcc[r1=3.797_r2=3.459_r3=7.234_r4=3.630_r5=2.812_vol=52119.649].msh     3.7970     3.4590     7.2340     3.6300     2.8120     52119.6490     52002.6716     275942    1527131       7.7832       8.9232      12.5372      29.2509       173.0729         8.6536        80.3056         4.0153
       fcc[r1=3.797_r2=3.704_r3=9.925_r4=5.705_r5=9.301_vol=105843.957].msh     3.7970     3.7040     9.9250     5.7050     9.3010    105843.9570    105740.6163     485066    2777351      15.2931      22.3659      25.7919      63.4650       403.1594        20.1580       160.7500         8.0375
        fcc[r1=3.797_r2=4.229_r3=9.247_r4=9.886_r5=3.218_vol=94569.312].msh     3.7970     4.2290     9.2470     9.8860     3.2180     94569.3120     94460.3228     447820    2554450      14.0192      20.4026      22.5303      56.9648       349.2936        17.4647       143.2563         7.1628
        fcc[r1=3.798_r2=3.723_r3=7.765_r4=2.480_r5=5.201_vol=61043.524].msh     3.7980     3.7230     7.7650     2.4800     5.2010     61043.5240     60926.4109     306133    1714193       8.9740      10.4277      13.4577      32.8679       206.4507        10.3225        93.0795         4.6540
        fcc[r1=3.799_r2=2.123_r3=5.546_r4=6.259_r5=6.514_vol=65492.500].msh     3.7990     2.1230     5.5460     6.2590     6.5140     65492.5000     65388.4489     336426    1880865       9.8496      11.6752      15.3834      36.9172       226.0078        11.3004        97.5242         4.8762
        fcc[r1=3.799_r2=2.609_r3=5.224_r4=6.792_r5=3.198_vol=55335.075].msh     3.7990     2.6090     5.2240     6.7920     3.1980     55335.0750     55222.9311     288817    1607947       8.2929       9.4906      13.1579      30.9491       184.7987         9.2399        83.5212         4.1761
        fcc[r1=3.799_r2=5.397_r3=2.800_r4=8.616_r5=1.510_vol=57420.109].msh     3.7990     5.3970     2.8000     8.6160     1.5100     57420.1090     57266.3987     291768    1625837       8.4500       9.8287      13.3464      31.6329       192.4376         9.6219        88.5227         4.4261
        fcc[r1=3.801_r2=1.866_r3=6.759_r4=7.726_r5=1.793_vol=56236.211].msh     3.8010     1.8660     6.7590     7.7260     1.7930     56236.2110     56137.2120     295895    1645003       8.5782       9.8834      13.4489      31.9183       188.5977         9.4299        84.8638         4.2432
        fcc[r1=3.801_r2=5.632_r3=3.833_r4=3.252_r5=7.387_vol=65089.920].msh     3.8010     5.6320     3.8330     3.2520     7.3870     65089.9200     64930.5858     320627    1800900       9.5100      10.8648      14.7478      35.1310       221.7170        11.0859        99.2578         4.9629
        fcc[r1=3.802_r2=4.977_r3=9.428_r4=5.449_r5=7.024_vol=97218.384].msh     3.8020     4.9770     9.4280     5.4490     7.0240     97218.3840     97083.6939     452704    2592217      14.4084      19.7774      22.5286      56.7270       359.8175        17.9909       147.3219         7.3661
        fcc[r1=3.805_r2=6.482_r3=1.436_r4=4.407_r5=4.684_vol=52213.046].msh     3.8050     6.4820     1.4360     4.4070     4.6840     52213.0460     52036.1056     273259    1519807       7.8105       8.8316      12.6125      29.2619       172.7963         8.6398        81.0517         4.0526
        fcc[r1=3.807_r2=3.799_r3=6.322_r4=7.176_r5=2.788_vol=64827.723].msh     3.8070     3.7990     6.3220     7.1760     2.7880     64827.7230     64710.0440     324972    1823175       9.6812      11.2306      14.9378      35.8583       221.4760        11.0738        98.5103         4.9255
        fcc[r1=3.807_r2=7.637_r3=3.973_r4=7.087_r5=1.690_vol=64923.875].msh     3.8070     7.6370     3.9730     7.0870     1.6900     64923.8750     64720.0134     331873    1855212       9.6128      11.4326      15.1611      36.2155       223.0847        11.1542       100.0912         5.0046
        fcc[r1=3.807_r2=8.329_r3=1.281_r4=7.964_r5=6.125_vol=81820.157].msh     3.8070     8.3290     1.2810     7.9640     6.1250     81820.1570     81610.4491     386752    2199616      11.8752      14.8501      18.1292      44.8652       289.5388        14.4769       124.2145         6.2107
        fcc[r1=3.808_r2=4.402_r3=3.517_r4=8.109_r5=7.847_vol=81207.585].msh     3.8080     4.4020     3.5170     8.1090     7.8470     81207.5850     81071.1090     391789    2214047      11.8354      15.1416      17.5058      44.4932       290.8935        14.5447       122.3102         6.1155
        fcc[r1=3.809_r2=2.378_r3=6.753_r4=8.027_r5=2.878_vol=64464.195].msh     3.8090     2.3780     6.7530     8.0270     2.8780     64464.1950     64369.9742     324498    1813313       9.5852      11.1515      14.9036      35.6486       220.6264        11.0313        96.8170         4.8409
        fcc[r1=3.809_r2=5.364_r3=8.149_r4=3.720_r5=7.684_vol=87725.979].msh     3.8090     5.3640     8.1490     3.7200     7.6840     87725.9790     87577.9142     410275    2340381      12.7131      16.4520      19.6378      48.8143       316.3128        15.8156       132.9055         6.6453
        fcc[r1=3.811_r2=1.110_r3=1.428_r4=2.771_r5=3.801_vol=23910.704].msh     3.8110     1.1100     1.4280     2.7710     3.8010     23910.7040     23833.4906     189282     990867       4.3048       4.7248       8.7592      17.7932        75.0618         3.7531        36.2451         1.8123
        fcc[r1=3.812_r2=3.630_r3=8.484_r4=7.543_r5=5.986_vol=90832.722].msh     3.8120     3.6300     8.4840     7.5430     5.9860     90832.7220     90732.0138     426132    2426670      13.3022      18.0574      20.8326      52.2039       332.2911        16.6146       136.8615         6.8431
        fcc[r1=3.812_r2=4.883_r3=6.735_r4=7.776_r5=1.303_vol=66549.334].msh     3.8120     4.8830     6.7350     7.7760     1.3030     66549.3340     66401.9496     336026    1884541       9.8957      11.5559      15.1205      36.5811       228.9705        11.4485       102.1543         5.1077
       fcc[r1=3.812_r2=9.390_r3=8.593_r4=4.115_r5=8.570_vol=117083.113].msh     3.8120     9.3900     8.5930     4.1150     8.5700    117083.1130    116877.7267     528796    3045719      17.4504      27.2181      29.6215      74.3054       452.1365        22.6068       178.3099         8.9155
        fcc[r1=3.814_r2=3.192_r3=1.068_r4=6.878_r5=8.611_vol=59802.269].msh     3.8140     3.1920     1.0680     6.8780     8.6110     59802.2690     59660.7360     331677    1838670       9.2874      11.5603      14.8195      35.6758       205.0440        10.2522        89.2546         4.4627
        fcc[r1=3.818_r2=1.194_r3=6.385_r4=9.064_r5=8.345_vol=84462.863].msh     3.8180     1.1940     6.3850     9.0640     8.3450     84462.8630     84393.4845     423981    2387421      12.6796      16.7609      19.9618      49.4149       310.7693        15.5385       126.0640         6.3032
        fcc[r1=3.819_r2=7.846_r3=3.301_r4=4.223_r5=8.669_vol=83376.215].msh     3.8190     7.8460     3.3010     4.2230     8.6690     83376.2150     83176.2849     394282    2243803      12.4302      15.4128      18.6557      46.5104       296.2742        14.8137       126.6141         6.3307
       fcc[r1=3.819_r2=8.069_r3=7.795_r4=9.373_r5=6.339_vol=122421.605].msh     3.8190     8.0690     7.7950     9.3730     6.3390    122421.6050    122233.4854     550786    3180544      19.1715      27.9451      31.1308      78.2641       480.1211        24.0061       187.3792         9.3690
        fcc[r1=3.821_r2=3.049_r3=2.083_r4=2.360_r5=4.036_vol=32267.094].msh     3.8210     3.0490     2.0830     2.3600     4.0360     32267.0940     32133.5510     203360    1090240       5.1641       5.9096       9.4063      20.4854       102.6121         5.1306        49.9200         2.4960
        fcc[r1=3.821_r2=6.688_r3=9.345_r4=4.640_r5=6.125_vol=96422.822].msh     3.8210     6.6880     9.3450     4.6400     6.1250     96422.8220     96251.8386     450552    2575851      14.1423      19.7886      22.9856      56.9304       355.5745        17.7787       146.7323         7.3366
        fcc[r1=3.821_r2=8.236_r3=2.905_r4=1.167_r5=1.660_vol=37119.307].msh     3.8210     8.2360     2.9050     1.1670     1.6600     37119.3070     36871.5929     259110    1375752       6.1673       7.6328      11.1655      24.9733       122.7138         6.1357        55.9384         2.7969
        fcc[r1=3.822_r2=2.666_r3=1.054_r4=9.271_r5=9.063_vol=68375.950].msh     3.8220     2.6660     1.0540     9.2710     9.0630     68375.9500     68257.5266     374237    2080877      10.6544      13.5547      16.8168      41.0365       242.0005        12.1000       101.8126         5.0906
       fcc[r1=3.823_r2=3.761_r3=7.955_r4=6.778_r5=9.789_vol=103661.370].msh     3.8230     3.7610     7.9550     6.7780     9.7890    103661.3700    103558.6819     482771    2758665      15.2489      21.6292      25.4357      62.3278       393.8283        19.6914       157.6520         7.8826
        fcc[r1=3.824_r2=2.949_r3=1.390_r4=3.343_r5=5.247_vol=36299.256].msh     3.8240     2.9490     1.3900     3.3430     5.2470     36299.2560     36158.7805     224869    1220936       5.8501       6.7098      10.3192      22.8848       116.2001         5.8100        55.2701         2.7635
        fcc[r1=3.824_r2=3.464_r3=1.784_r4=5.384_r5=2.331_vol=37340.658].msh     3.8240     3.4640     1.7840     5.3840     2.3310     37340.6580     37200.3001     217141    1181154       5.7590       6.2272      10.1568      22.1485       119.7646         5.9882        57.9016         2.8951
        fcc[r1=3.825_r2=2.309_r3=2.322_r4=1.789_r5=2.082_vol=23199.497].msh     3.8250     2.3090     2.3220     1.7890     2.0820     23199.4970     23095.7026     176819     920273       3.9438       4.3779       8.3636      16.6896        73.2579         3.6629        35.9079         1.7954
        fcc[r1=3.825_r2=2.485_r3=7.539_r4=5.545_r5=6.272_vol=72694.327].msh     3.8250     2.4850     7.5390     5.5450     6.2720     72694.3270     72602.5881     359827    2029286      10.8054      13.0365      16.6232      40.4749       254.3113        12.7156       108.7435         5.4372
        fcc[r1=3.825_r2=7.179_r3=8.037_r4=1.090_r5=8.928_vol=89337.927].msh     3.8250     7.1790     8.0370     1.0900     8.9280     89337.9270     89144.6935     417568    2382342      12.9680      16.7636      19.9526      49.6970       322.4211        16.1211       135.5855         6.7793
        fcc[r1=3.826_r2=4.409_r3=5.252_r4=2.466_r5=1.305_vol=37593.973].msh     3.8260     4.4090     5.2520     2.4660     1.3050     37593.9730     37471.1008     228647    1225920       5.7507       6.5163      10.3146      22.5875       122.3230         6.1161        58.2891         2.9145
        fcc[r1=3.826_r2=4.687_r3=4.420_r4=7.129_r5=3.556_vol=64099.330].msh     3.8260     4.6870     4.4200     7.1290     3.5560     64099.3300     63960.4887     317494    1783501       9.4283      10.8975      14.7410      35.0755       218.0711        10.9036        97.8064         4.8903
        fcc[r1=3.827_r2=5.403_r3=4.167_r4=8.552_r5=7.247_vol=89621.885].msh     3.8270     5.4030     4.1670     8.5520     7.2470     89621.8850     89474.6397     419496    2389075      13.0937      17.0020      20.2232      50.3308       326.0356        16.3018       135.9347         6.7967
        fcc[r1=3.829_r2=4.017_r3=4.332_r4=3.952_r5=2.123_vol=42266.640].msh     3.8290     4.0170     4.3320     3.9520     2.1230     42266.6400     42137.5487     238233    1301335       6.5855       6.7377      11.0218      24.3512       137.4922         6.8746        65.7954         3.2898
        fcc[r1=3.829_r2=6.046_r3=1.988_r4=4.075_r5=2.041_vol=40924.885].msh     3.8290     6.0460     1.9880     4.0750     2.0410     40924.8850     40763.4774     238599    1296623       6.3141       6.7740      10.8594      23.9537       133.4805         6.6740        64.0340         3.2017
        fcc[r1=3.830_r2=3.146_r3=1.313_r4=9.598_r5=9.826_vol=76912.700].msh     3.8300     3.1460     1.3130     9.5980     9.8260     76912.7000     76788.3654     410672    2296182      12.0026      15.8274      18.9823      46.8232       278.0124        13.9006       115.3031         5.7652
        fcc[r1=3.832_r2=4.087_r3=9.880_r4=4.763_r5=1.541_vol=63446.121].msh     3.8320     4.0870     9.8800     4.7630     1.5410     63446.1210     63316.6558     333840    1860718       9.6180      11.6364      15.1028      36.3661       217.8913        10.8946        97.7317         4.8866
       fcc[r1=3.833_r2=6.085_r3=9.467_r4=6.880_r5=6.200_vol=106380.738].msh     3.8330     6.0850     9.4670     6.8800     6.2000    106380.7380    106224.2824     489444    2811713      15.6994      23.2571      26.4265      65.3981       402.2408        20.1120       162.0628         8.1031
        fcc[r1=3.836_r2=5.440_r3=3.078_r4=6.791_r5=4.412_vol=63968.584].msh     3.8360     5.4400     3.0780     6.7910     4.4120     63968.5840     63816.3939     315496    1773027       9.4785      11.2428      14.5429      35.2732       217.2995        10.8650        97.8827         4.8941
        fcc[r1=3.837_r2=4.404_r3=6.829_r4=2.188_r5=6.551_vol=65043.244].msh     3.8370     4.4040     6.8290     2.1880     6.5510     65043.2440     64911.8342     320072    1799967      10.7396      10.4459      14.9602      36.1548       221.6897        11.0845        99.3017         4.9651
        fcc[r1=3.838_r2=1.361_r3=4.345_r4=3.673_r5=5.198_vol=42399.801].msh     3.8380     1.3610     4.3450     3.6730     5.1980     42399.8010     42303.9220     245626    1342316       6.5712       7.4560      11.2073      25.2409       137.7938         6.8897        63.8094         3.1905
        fcc[r1=3.838_r2=2.891_r3=7.254_r4=4.700_r5=6.051_vol=68815.568].msh     3.8380     2.8910     7.2540     4.7000     6.0510     68815.5680     68713.9719     341980    1923052      10.2848      12.0913      15.3070      37.6923       237.6785        11.8839       103.4237         5.1712
        fcc[r1=3.838_r2=3.522_r3=3.259_r4=5.233_r5=7.870_vol=62993.588].msh     3.8380     3.5220     3.2590     5.2330     7.8700     62993.5880     62860.3493     327210    1825129       9.4690      11.2454      14.9596      35.6828       215.4541        10.7727        94.5771         4.7289
        fcc[r1=3.839_r2=2.972_r3=1.655_r4=8.103_r5=2.846_vol=46558.332].msh     3.8390     2.9720     1.6550     8.1030     2.8460     46558.3320     46427.6040     259206    1429169       7.1859       8.1120      11.4992      26.8042       152.2872         7.6144        70.6335         3.5317
        fcc[r1=3.842_r2=1.732_r3=9.743_r4=5.423_r5=1.732_vol=57781.059].msh     3.8420     1.7320     9.7430     5.4230     1.7320     57781.0590     57691.2953     305202    1699110       8.8417      10.1664      13.9353      32.9515       194.8603         9.7430        88.0043         4.4002
        fcc[r1=3.843_r2=6.500_r3=4.461_r4=7.547_r5=3.689_vol=74877.633].msh     3.8430     6.5000     4.4610     7.5470     3.6890     74877.6330     74702.1405     361517    2045622      10.9684      13.3711      16.6967      41.0463       261.3717        13.0686       114.5214         5.7261
        fcc[r1=3.843_r2=6.605_r3=8.336_r4=5.734_r5=2.475_vol=76875.524].msh     3.8430     6.6050     8.3360     5.7340     2.4750     76875.5240     76699.7293     388503    2189572      11.5808      14.5554      17.9019      44.0488       272.2470        13.6123       118.1407         5.9070
        fcc[r1=3.844_r2=2.413_r3=2.124_r4=8.189_r5=9.842_vol=70914.148].msh     3.8440     2.4130     2.1240     8.1890     9.8420     70914.1480     70803.4096     383645    2137238      11.0752      13.9701      17.2119      42.2675       252.6915        12.6346       105.8075         5.2904
        fcc[r1=3.847_r2=4.482_r3=7.444_r4=8.413_r5=1.949_vol=74358.016].msh     3.8470     4.4820     7.4440     8.4130     1.9490     74358.0160     74230.8464     364960    2057383      10.9275      13.4603      16.8878      41.2856       260.4962        13.0248       113.5130         5.6757
        fcc[r1=3.847_r2=4.952_r3=7.701_r4=7.978_r5=5.413_vol=93428.221].msh     3.8470     4.9520     7.7010     7.9780     5.4130     93428.2210     93294.3289     437142    2499154      14.2494      19.2027      21.1942      54.6594       342.4751        17.1238       141.7880         7.0894
        fcc[r1=3.848_r2=3.709_r3=8.394_r4=6.297_r5=6.823_vol=89245.696].msh     3.8480     3.7090     8.3940     6.2970     6.8230     89245.6960     89139.2525     419468    2387546      14.0092      17.1501      20.2422      51.4131       324.7117        16.2356       134.6432         6.7322
       fcc[r1=3.850_r2=6.793_r3=8.038_r4=9.452_r5=4.660_vol=108017.454].msh     3.8500     6.7930     8.0380     9.4520     4.6600    108017.4540    107846.6196     492320    2831637      17.2914      23.5435      26.6623      67.5117       409.8355        20.4918       164.8044         8.2402
        fcc[r1=3.851_r2=9.069_r3=7.118_r4=6.886_r5=2.178_vol=85822.619].msh     3.8510     9.0690     7.1180     6.8860     2.1780     85822.6190     85611.7549     427542    2414611      14.1265      17.6056      20.0380      51.7820       311.8518        15.5926       131.8663         6.5933
        fcc[r1=3.852_r2=7.842_r3=7.786_r4=3.076_r5=4.178_vol=75859.399].msh     3.8520     7.8420     7.7860     3.0760     4.1780     75859.3990     75655.6990     379447    2137934      11.9609      14.0440      16.9211      42.9367       268.1178        13.4059       116.7866         5.8393
        fcc[r1=3.852_r2=8.078_r3=3.583_r4=3.641_r5=1.681_vol=49733.171].msh     3.8520     8.0780     3.5830     3.6410     1.6810     49733.1710     49530.8477     288061    1578734       7.7202       8.5590      12.6148      28.9014       167.1495         8.3575        77.2241         3.8612
        fcc[r1=3.852_r2=9.589_r3=1.919_r4=5.439_r5=2.886_vol=62638.351].msh     3.8520     9.5890     1.9190     5.4390     2.8860     62638.3510     62403.8045     326583    1821182       9.3628      11.2618      14.8440      35.4775       214.8329        10.7416        96.6598         4.8330
        fcc[r1=3.853_r2=3.987_r3=9.059_r4=4.963_r5=8.165_vol=94122.950].msh     3.8530     3.9870     9.0590     4.9630     8.1650     94122.9500     94013.5033     438379    2502928      14.3658      19.0528      21.9542      55.3856       346.4114        17.3206       142.4838         7.1242
        fcc[r1=3.854_r2=4.276_r3=8.376_r4=8.593_r5=3.683_vol=87425.151].msh     3.8540     4.2760     8.3760     8.5930     3.6830     87425.1510     87305.1964     411700    2343947      14.0261      16.8787      20.1981      51.1153       316.3101        15.8155       132.6926         6.6346
        fcc[r1=3.854_r2=5.873_r3=7.608_r4=6.340_r5=6.247_vol=93803.374].msh     3.8540     5.8730     7.6080     6.3400     6.2470     93803.3740     93648.0392     434412    2487305      14.0658      18.7635      20.8455      53.6885       343.2259        17.1613       142.6277         7.1314
       fcc[r1=3.854_r2=6.835_r3=5.229_r4=8.485_r5=9.111_vol=112370.314].msh     3.8540     6.8350     5.2290     8.4850     9.1110    112370.3140    112198.5351     507975    2925049      17.6789      24.7398      27.8738      70.3128       431.3209        21.5660       172.0817         8.6041
