                                                                   filename         r1         r2         r3         r4         r5    step_volume    gmsh_volume      nodes   elements     pre_time    biax_time   shear_time   total_time     biax_react          E_eff    shear_react          G_eff
        fcc[r1=8.210_r2=4.613_r3=3.071_r4=5.095_r5=6.011_vol=99685.633].msh     8.2100     4.6130     3.0710     5.0950     6.0110     99685.6330     99572.2044     283821    1566461       8.0602       9.9518      15.1225      33.1422       386.9272        19.3464       174.7252         8.7363
       fcc[r1=8.212_r2=5.577_r3=5.000_r4=5.716_r5=7.789_vol=130151.626].msh     8.2120     5.5770     5.0000     5.7160     7.7890    130151.6260    130006.6796     329377    1860514      10.1477      13.2684      17.9018      41.3270       520.8638        26.0432       232.2244        11.6112
       fcc[r1=8.212_r2=6.739_r3=5.626_r4=1.110_r5=5.942_vol=102929.880].msh     8.2120     6.7390     5.6260     1.1100     5.9420    102929.8800    102783.4378     290195    1604691       8.2573      10.3902      14.9762      33.6313       409.4586        20.4729       181.9212         9.0961
        fcc[r1=8.213_r2=3.573_r3=3.125_r4=3.479_r5=3.934_vol=75895.049].msh     8.2130     3.5730     3.1250     3.4790     3.9340     75895.0490     75831.1138     319612    1733269       8.4645      10.5597      18.5708      37.6032       291.6710        14.5835       130.5899         6.5295
       fcc[r1=8.213_r2=3.608_r3=2.999_r4=4.980_r5=9.249_vol=108362.811].msh     8.2130     3.6080     2.9990     4.9800     9.2490    108362.8110    108269.5848     306378    1698510       8.7648      11.5024      16.1700      36.4454       420.6061        21.0303       187.3047         9.3652
       fcc[r1=8.213_r2=4.494_r3=6.221_r4=1.699_r5=6.400_vol=100401.706].msh     8.2130     4.4940     6.2210     1.6990     6.4000    100401.7060    100293.7673     285559    1579392       8.1456      10.2703      14.6437      33.0675       392.6577        19.6329       177.0541         8.8527
        fcc[r1=8.213_r2=6.079_r3=2.356_r4=4.065_r5=5.365_vol=94776.203].msh     8.2130     6.0790     2.3560     4.0650     5.3650     94776.2030     94637.9619     276916    1520602       7.8343       9.4550      14.5063      31.8028       370.6952        18.5348       166.3546         8.3177
       fcc[r1=8.213_r2=7.017_r3=6.465_r4=9.218_r5=4.706_vol=150850.576].msh     8.2130     7.0170     6.4650     9.2180     4.7060    150850.5760    150656.6971     281597    1598386       8.7809      11.2701      14.1664      34.2255       625.5521        31.2776       274.9634        13.7482
       fcc[r1=8.213_r2=7.153_r3=4.608_r4=9.120_r5=8.465_vol=162586.254].msh     8.2130     7.1530     4.6080     9.1200     8.4650    162586.2540    162385.1032     301225    1718028       9.6804      12.6926      15.7176      38.0994       681.0686        34.0534       294.7803        14.7390
       fcc[r1=8.214_r2=1.194_r3=9.749_r4=4.282_r5=5.524_vol=111282.051].msh     8.2140     1.1940     9.7490     4.2820     5.5240    111282.0510    111237.0733     299637    1674233       9.0174      11.2404      15.8469      36.1129       433.1207        21.6560       196.0436         9.8022
       fcc[r1=8.216_r2=3.449_r3=8.513_r4=9.302_r5=5.333_vol=145747.811].msh     8.2160     3.4490     8.5130     9.3020     5.3330    145747.8110    145645.4125     356071    2031234      11.6251      15.5414      19.9707      47.1481       593.2050        29.6602       260.9096        13.0455
       fcc[r1=8.216_r2=9.582_r3=5.917_r4=3.063_r5=4.342_vol=120436.614].msh     8.2160     9.5820     5.9170     3.0630     4.3420    120436.6140    120275.3880     327985    1836314      10.4097      12.5431      17.8886      40.8573       496.3653        24.8183       214.8699        10.7435
       fcc[r1=8.217_r2=3.112_r3=9.885_r4=7.181_r5=8.898_vol=160468.458].msh     8.2170     3.1120     9.8850     7.1810     8.8980    160468.4580    160350.4571     302562    1722158      10.2840      12.8245      15.4872      38.6045       668.6173        33.4309       287.4776        14.3739
       fcc[r1=8.217_r2=9.520_r3=2.012_r4=5.663_r5=2.667_vol=103886.446].msh     8.2170     9.5200     2.0120     5.6630     2.6670    103886.4460    103719.9337     296199    1634799       8.3528      10.5772      15.4821      34.4201       420.7501        21.0375       182.8272         9.1414
        fcc[r1=8.218_r2=5.151_r3=1.337_r4=2.127_r5=3.498_vol=65843.373].msh     8.2180     5.1510     1.3370     2.1270     3.4980     65843.3730     65776.6646     408962    2202795      10.6796      13.9996      27.5955      52.2847       255.6671        12.7834       111.1701         5.5585
       fcc[r1=8.219_r2=1.665_r3=7.536_r4=9.948_r5=8.654_vol=149874.310].msh     8.2190     1.6650     7.5360     9.9480     8.6540    149874.3100    149823.0582     378107    2150617      11.8315      17.1848      21.1613      50.1881       615.7496        30.7875       262.9384        13.1469
        fcc[r1=8.219_r2=2.207_r3=3.153_r4=2.108_r5=2.921_vol=58625.461].msh     8.2190     2.2070     3.1530     2.1080     2.9210     58625.4610     58605.1899     384407    2052059      10.0825      12.6389      26.1428      48.8763       224.1929        11.2096        98.3881         4.9194
       fcc[r1=8.219_r2=6.872_r3=6.351_r4=7.444_r5=9.427_vol=167596.098].msh     8.2190     6.8720     6.3510     7.4440     9.4270    167596.0980    167396.8151     306221    1750657       9.7851      13.1661      15.9912      38.9517       707.6488        35.3824       304.8136        15.2407
       fcc[r1=8.219_r2=9.007_r3=3.773_r4=2.652_r5=4.889_vol=106825.285].msh     8.2190     9.0070     3.7730     2.6520     4.8890    106825.2850    106661.1700     298850    1654435       8.5175      10.9416      15.8346      35.3019       432.0087        21.6004       189.0326         9.4516
        fcc[r1=8.220_r2=3.009_r3=1.012_r4=7.199_r5=4.902_vol=84481.723].msh     8.2200     3.0090     1.0120     7.1990     4.9020     84481.7230     84424.6567     341352    1869506       9.3365      12.1818      19.8037      41.3307       321.3192        16.0660       144.7444         7.2372
        fcc[r1=8.221_r2=2.586_r3=6.428_r4=2.117_r5=2.446_vol=73576.311].msh     8.2210     2.5860     6.4280     2.1170     2.4460     73576.3110     73542.8595     429942    2349146      11.6847      15.7619      28.9762      56.4336       284.1765        14.2088       125.3711         6.2686
       fcc[r1=8.221_r2=7.600_r3=3.794_r4=6.115_r5=5.214_vol=122296.698].msh     8.2210     7.6000     3.7940     6.1150     5.2140    122296.6980    122136.0887     318511    1790111       9.5733      12.4002      17.1208      39.1031       492.2468        24.6123       219.7458        10.9873
       fcc[r1=8.222_r2=3.538_r3=5.063_r4=9.294_r5=7.818_vol=138481.341].msh     8.2220     3.5380     5.0630     9.2940     7.8180    138481.3410    138385.8020     352625    1996708      10.8453      14.9208      19.3866      45.1626       557.5475        27.8774       243.7698        12.1885
       fcc[r1=8.222_r2=5.389_r3=8.480_r4=1.023_r5=9.047_vol=129824.537].msh     8.2220     5.3890     8.4800     1.0230     9.0470    129824.5370    129688.5469     327654    1851857      10.0322      13.2489      17.8248      41.1151       521.9202        26.0960       233.1921        11.6596
        fcc[r1=8.222_r2=5.578_r3=2.560_r4=5.173_r5=3.264_vol=88334.809].msh     8.2220     5.5780     2.5600     5.1730     3.2640     88334.8090     88237.2987     344873    1898585       9.6629      12.5129      20.2090      42.3939       345.1226        17.2561       153.9970         7.6999
       fcc[r1=8.222_r2=6.300_r3=9.757_r4=9.687_r5=1.568_vol=148050.747].msh     8.2220     6.3000     9.7570     9.6870     1.5680    148050.7470    147914.9573     361421    2059216      11.4278      15.3627      20.1543      46.9554       617.5033        30.8752       268.9467        13.4473
        fcc[r1=8.224_r2=6.114_r3=1.969_r4=8.231_r5=1.546_vol=95105.268].msh     8.2240     6.1140     1.9690     8.2310     1.5460     95105.2680     94963.1600     276696    1519399       7.6384       9.5597      14.4187      31.6240       374.0561        18.7028       166.9540         8.3477
       fcc[r1=8.224_r2=6.677_r3=9.217_r4=9.481_r5=9.716_vol=200682.467].msh     8.2240     6.6770     9.2170     9.4810     9.7160    200682.4670    200502.3812     350778    2026024      11.5075      17.6022      19.6244      48.7443       898.4847        44.9242       371.3188        18.5659
       fcc[r1=8.224_r2=7.741_r3=9.211_r4=2.598_r5=3.249_vol=119198.405].msh     8.2240     7.7410     9.2110     2.5980     3.2490    119198.4050    119065.0185     321410    1796872       9.9943      12.5788      17.2116      39.7988       489.9089        24.4954       211.2080        10.5604
        fcc[r1=8.226_r2=1.417_r3=6.401_r4=5.089_r5=2.338_vol=82100.261].msh     8.2260     1.4170     6.4010     5.0890     2.3380     82100.2610     82071.0461     332162    1820929       9.1069      11.5769      19.4625      40.1548       314.1982        15.7099       142.2680         7.1134
        fcc[r1=8.226_r2=3.883_r3=4.533_r4=3.809_r5=1.339_vol=73203.373].msh     8.2260     3.8830     4.5330     3.8090     1.3390     73203.3730     73155.8152     427879    2331173      11.5082      15.5240      28.7411      55.7841       284.7274        14.2364       124.1678         6.2084
       fcc[r1=8.227_r2=8.381_r3=7.466_r4=7.024_r5=3.561_vol=143088.502].msh     8.2270     8.3810     7.4660     7.0240     3.5610    143088.5020    142935.6976     354125    2010677      11.0309      15.3113      19.8367      46.1890       597.0077        29.8504       260.2414        13.0121
        fcc[r1=8.229_r2=8.575_r3=1.257_r4=3.660_r5=4.623_vol=95328.032].msh     8.2290     8.5750     1.2570     3.6600     4.6230     95328.0320     95163.3877     279042    1526923       7.6445       9.4772      14.4972      31.6260       380.0794        19.0040       167.2809         8.3640
       fcc[r1=8.230_r2=5.644_r3=9.016_r4=9.572_r5=9.143_vol=189042.248].msh     8.2300     5.6440     9.0160     9.5720     9.1430    189042.2480    188869.6302     331674    1910865      10.7895      15.6361      17.8794      44.3147       828.3399        41.4170       346.4989        17.3249
       fcc[r1=8.231_r2=4.696_r3=5.268_r4=4.542_r5=6.682_vol=113713.258].msh     8.2310     4.6960     5.2680     4.5420     6.6820    113713.2580    113590.5262     303937    1697937       8.9289      11.3568      16.1568      36.4509       447.5650        22.3783       201.5792        10.0790
        fcc[r1=8.232_r2=4.203_r3=5.857_r4=1.657_r5=2.418_vol=75725.172].msh     8.2320     4.2030     5.8570     1.6570     2.4180     75725.1720     75654.5343     324525    1753231       8.5048      10.9232      18.7962      38.2324       296.2765        14.8138       128.7820         6.4391
        fcc[r1=8.232_r2=4.464_r3=1.867_r4=6.447_r5=4.215_vol=90452.807].msh     8.2320     4.4640     1.8670     6.4470     4.2150     90452.8070     90345.6326     269947    1476672       7.4777       9.1733      14.0954      30.7534       349.5758        17.4788       157.8710         7.8936
       fcc[r1=8.233_r2=4.994_r3=5.303_r4=4.884_r5=9.224_vol=131595.644].msh     8.2330     4.9940     5.3030     4.8840     9.2240    131595.6440    131472.3699     334382    1885925      10.1869      13.5967      18.0472      41.8401       526.5586        26.3279       233.5936        11.6797
       fcc[r1=8.233_r2=8.196_r3=7.833_r4=3.634_r5=3.225_vol=120379.912].msh     8.2330     8.1960     7.8330     3.6340     3.2250    120379.9120    120240.1772     322794    1805723       9.5232      12.5286      17.1931      39.2537       494.7967        24.7398       214.1364        10.7068
        fcc[r1=8.234_r2=2.616_r3=4.803_r4=7.437_r5=1.533_vol=87956.366].msh     8.2340     2.6160     4.8030     7.4370     1.5330     87956.3660     87907.8203     344933    1903727       9.7017      12.5566      20.5192      42.7864       338.9621        16.9481       153.3061         7.6653
       fcc[r1=8.234_r2=9.603_r3=6.187_r4=4.933_r5=9.136_vol=166343.350].msh     8.2340     9.6030     6.1870     4.9330     9.1360    166343.3500    166124.5986     300297    1713670       9.4748      12.9650      15.2034      37.6518       708.9131        35.4457       306.7006        15.3350
       fcc[r1=8.235_r2=2.427_r3=9.032_r4=5.686_r5=3.258_vol=109533.852].msh     8.2350     2.4270     9.0320     5.6860     3.2580    109533.8520    109461.9359     300536    1677723       8.7940      11.1700      15.8537      35.8258       429.5343        21.4767       194.0316         9.7016
       fcc[r1=8.235_r2=6.442_r3=8.419_r4=4.969_r5=4.380_vol=130691.597].msh     8.2350     6.4420     8.4190     4.9690     4.3800    130691.5970    130553.1375     331774    1875204      10.1368      13.5734      18.0622      41.7818       532.8961        26.6448       235.7897        11.7895
       fcc[r1=8.236_r2=4.997_r3=8.798_r4=7.026_r5=9.619_vol=169855.117].msh     8.2360     4.9970     8.7980     7.0260     9.6190    169855.1170    169687.6986     305077    1745142       9.7378      13.3973      15.5602      38.7042       719.2762        35.9638       307.7745        15.3887
       fcc[r1=8.238_r2=2.211_r3=9.272_r4=4.802_r5=9.231_vol=138272.916].msh     8.2380     2.2110     9.2720     4.8020     9.2310    138272.9160    138200.6510     348437    1974763      11.0466      14.8856      19.0544      44.9966       556.0174        27.8009       244.0140        12.2007
       fcc[r1=8.238_r2=3.013_r3=5.907_r4=9.487_r5=7.609_vol=140569.298].msh     8.2380     3.0130     5.9070     9.4870     7.6090    140569.2980    140487.8855     358191    2030713      11.6010      15.5029      19.8507      46.9655       567.6182        28.3809       247.4766        12.3738
       fcc[r1=8.239_r2=4.464_r3=7.139_r4=1.030_r5=7.191_vol=106254.134].msh     8.2390     4.4640     7.1390     1.0300     7.1910    106254.1340    106140.1362     295078    1640677       8.6054      10.7790      15.5975      34.9899       417.6044        20.8802       188.1965         9.4098
       fcc[r1=8.240_r2=4.506_r3=2.070_r4=8.219_r5=4.709_vol=103903.497].msh     8.2400     4.5060     2.0700     8.2190     4.7090    103903.4970    103792.3569     291388    1615287       8.3569      10.4252      15.1886      33.9784       404.0130        20.2006       182.3070         9.1154
       fcc[r1=8.243_r2=6.212_r3=5.084_r4=5.479_r5=8.696_vol=138746.001].msh     8.2430     6.2120     5.0840     5.4790     8.6960    138746.0010    138594.8913     343326    1945722      10.6244      14.6068      18.8960      44.1369       562.1233        28.1062       248.8876        12.4444
       fcc[r1=8.245_r2=6.113_r3=5.238_r4=9.154_r5=1.674_vol=119152.257].msh     8.2450     6.1130     5.2380     9.1540     1.6740    119152.2570    119013.3776     314230    1762307       9.4962      12.2845      16.7177      38.5071       478.4419        23.9221       213.1824        10.6591
       fcc[r1=8.246_r2=4.189_r3=9.145_r4=8.647_r5=4.171_vol=143432.604].msh     8.2460     4.1890     9.1450     8.6470     4.1710    143432.6040    143319.4922     352086    2006048      12.8417      15.3873      19.5831      47.8221       585.0709        29.2535       258.8021        12.9401
        fcc[r1=8.247_r2=1.816_r3=5.668_r4=1.322_r5=5.798_vol=78503.495].msh     8.2470     1.8160     5.6680     1.3220     5.7980     78503.4950     78466.8505     324848    1771116       8.7821      11.0145      18.8686      38.6736       299.5782        14.9789       135.3116         6.7656
       fcc[r1=8.247_r2=5.137_r3=9.037_r4=6.215_r5=5.454_vol=141651.316].msh     8.2470     5.1370     9.0370     6.2150     5.4540    141651.3160    141520.0878     348281    1983719      10.9803      15.0424      19.3888      45.4215       578.5648        28.9282       256.3307        12.8165
        fcc[r1=8.247_r2=6.103_r3=2.788_r4=2.989_r5=1.654_vol=72270.825].msh     8.2470     6.1030     2.7880     2.9890     1.6540     72270.8250     72194.8702     430400    2333043      12.1690      15.5789      28.6370      56.4023       285.0767        14.2538       121.6024         6.0801
       fcc[r1=8.247_r2=7.101_r3=5.874_r4=3.918_r5=3.521_vol=108234.859].msh     8.2470     7.1010     5.8740     3.9180     3.5210    108234.8590    108094.8468     300342    1667488       8.5877      11.0442      15.9032      35.5433       435.4393        21.7720       191.6136         9.5807
       fcc[r1=8.247_r2=7.395_r3=3.080_r4=7.537_r5=2.207_vol=107695.747].msh     8.2470     7.3950     3.0800     7.5370     2.2070    107695.7470    107546.3386     304057    1687036       8.7352      11.1938      15.9172      35.8543       431.1601        21.5580       191.0107         9.5505
        fcc[r1=8.249_r2=1.587_r3=6.804_r4=5.324_r5=1.520_vol=82175.284].msh     8.2490     1.5870     6.8040     5.3240     1.5200     82175.2840     82142.8326     335928    1840566       9.1876      11.7994      19.8458      40.8414       316.0546        15.8027       142.2407         7.1120
       fcc[r1=8.250_r2=3.825_r3=9.662_r4=3.302_r5=2.463_vol=102028.581].msh     8.2500     3.8250     9.6620     3.3020     2.4630    102028.5810    101939.8293     290702    1607956       8.1927      10.3307      15.3890      33.9201       404.4966        20.2248       179.0359         8.9518
       fcc[r1=8.250_r2=7.461_r3=7.227_r4=7.893_r5=2.246_vol=133552.732].msh     8.2500     7.4610     7.2270     7.8930     2.2460    133552.7320    133406.2059     338940    1913328      10.3248      14.1746      18.4458      42.9544       550.2578        27.5129       241.0089        12.0504
       fcc[r1=8.256_r2=5.990_r3=1.463_r4=6.671_r5=5.920_vol=106848.247].msh     8.2560     5.9900     1.4630     6.6710     5.9200    106848.2470    106707.0491     297292    1649771       8.5605      10.7903      15.7845      35.1433       419.1240        20.9562       188.4132         9.4207
       fcc[r1=8.256_r2=6.903_r3=2.361_r4=5.399_r5=4.219_vol=100731.520].msh     8.2560     6.9030     2.3610     5.3990     4.2190    100731.5200    100580.5267     286218    1578144       8.1503      10.2078      14.8836      33.2501       398.7523        19.9376       177.9895         8.8995
       fcc[r1=8.256_r2=9.285_r3=2.186_r4=6.895_r5=1.457_vol=103832.974].msh     8.2560     9.2850     2.1860     6.8950     1.4570    103832.9740    103668.5272     297530    1642163       8.3900      10.5509      15.4767      34.4255       421.5814        21.0791       182.2570         9.1129
        fcc[r1=8.258_r2=2.123_r3=1.475_r4=2.919_r5=4.711_vol=61316.424].msh     8.2580     2.1230     1.4750     2.9190     4.7110     61316.4240     61294.7707     393824    2112930       9.9112      13.2058      26.2485      49.3752       232.4646        11.6232       103.1766         5.1588
       fcc[r1=8.258_r2=2.200_r3=2.237_r4=9.699_r5=5.963_vol=104904.306].msh     8.2580     2.2000     2.2370     9.6990     5.9630    104904.3060    104847.0520     305731    1690985       8.6310      11.2116      15.9896      35.8403       404.4513        20.2226       179.9915         8.9996
       fcc[r1=8.258_r2=5.433_r3=8.807_r4=6.750_r5=8.478_vol=164454.243].msh     8.2580     5.4330     8.8070     6.7500     8.4780    164454.2430    164279.1481     297670    1699527       9.3928      12.6737      15.3040      37.3792       690.9117        34.5456       298.8411        14.9421
        fcc[r1=8.259_r2=2.990_r3=5.839_r4=2.322_r5=1.816_vol=70751.185].msh     8.2590     2.9900     5.8390     2.3220     1.8160     70751.1850     70715.4590     422120    2291270      12.8650      15.2082      28.6217      56.7066       274.6984        13.7349       119.6497         5.9825
        fcc[r1=8.260_r2=1.317_r3=1.042_r4=1.653_r5=9.220_vol=65623.256].msh     8.2600     1.3170     1.0420     1.6530     9.2200     65623.2560     65576.3699     436177    2344319      11.3201      15.4654      28.6125      55.4084       245.6049        12.2802       108.1917         5.4096
       fcc[r1=8.260_r2=6.394_r3=4.361_r4=4.700_r5=6.279_vol=117108.852].msh     8.2600     6.3940     4.3610     4.7000     6.2790    117108.8520    116962.6140     310503    1738587       9.2246      11.9971      16.6935      37.9239       466.6828        23.3341       209.2366        10.4618
       fcc[r1=8.260_r2=8.145_r3=1.470_r4=2.723_r5=6.820_vol=101432.846].msh     8.2600     8.1450     1.4700     2.7230     6.8200    101432.8460    101265.0730     288391    1589266       8.1074      10.1413      15.1528      33.4092       402.8886        20.1444       179.1809         8.9590
        fcc[r1=8.261_r2=5.632_r3=3.192_r4=6.670_r5=1.443_vol=90400.505].msh     8.2610     5.6320     3.1920     6.6700     1.4430     90400.5050     90273.2595     270521    1476158       7.4501       8.8761      14.1230      30.4562       356.0961        17.8048       157.6272         7.8814
       fcc[r1=8.265_r2=9.556_r3=2.543_r4=2.132_r5=5.834_vol=105785.200].msh     8.2650     9.5560     2.5430     2.1320     5.8340    105785.2000    105614.7955     298626    1650847       8.5026      10.8386      15.6879      35.0370       428.1691        21.4085       187.4410         9.3721
        fcc[r1=8.266_r2=6.023_r3=2.934_r4=3.469_r5=1.637_vol=75143.708].msh     8.2660     6.0230     2.9340     3.4690     1.6370     75143.7080     75042.9198     325946    1756698       8.5021      10.9703      19.0876      38.5681       296.6836        14.8342       127.4056         6.3703
        fcc[r1=8.268_r2=3.293_r3=6.821_r4=3.564_r5=2.194_vol=85200.898].msh     8.2680     3.2930     6.8210     3.5640     2.1940     85200.8980     85142.1253     343823    1885954       9.4997      12.1724      20.1950      41.8759       332.4418        16.6221       147.4114         7.3706
       fcc[r1=8.270_r2=7.007_r3=6.911_r4=6.851_r5=2.034_vol=121737.024].msh     8.2700     7.0070     6.9110     6.8510     2.0340    121737.0240    121596.6180     321324    1802618       9.5628      12.5074      17.2379      39.3170       495.9459        24.7973       217.6355        10.8818
        fcc[r1=8.272_r2=2.369_r3=3.401_r4=4.413_r5=1.591_vol=65568.687].msh     8.2720     2.3690     3.4010     4.4130     1.5910     65568.6870     65544.2103     404742    2184856      10.7916      14.0434      27.8263      52.6716       251.8213        12.5911       111.1036         5.5552
       fcc[r1=8.272_r2=5.958_r3=9.088_r4=6.073_r5=6.288_vol=151618.221].msh     8.2720     5.9580     9.0880     6.0730     6.2880    151618.2210    151440.8441     280499    1593164       8.7244      11.4133      14.1022      34.2479       629.2727        31.4636       276.4160        13.8208
       fcc[r1=8.273_r2=8.201_r3=1.968_r4=8.241_r5=3.204_vol=116109.886].msh     8.2730     8.2010     1.9680     8.2410     3.2040    116109.8860    115941.7718     307070    1716568       9.0118      11.7078      16.3496      37.0775       467.6700        23.3835       207.9030        10.3951
       fcc[r1=8.273_r2=9.840_r3=2.390_r4=8.546_r5=6.490_vol=150278.044].msh     8.2730     9.8400     2.3900     8.5460     6.4900    150278.0440    150052.3410     281071    1591633       8.6634      11.3713      14.0147      34.0573       626.9823        31.3491       275.0689        13.7534
       fcc[r1=8.274_r2=9.533_r3=6.411_r4=3.561_r5=9.252_vol=159586.856].msh     8.2740     9.5330     6.4110     3.5610     9.2520    159586.8560    159370.0466     294014    1671467       9.2533      12.5812      14.7912      36.6343       675.5018        33.7751       293.8476        14.6924
        fcc[r1=8.275_r2=8.958_r3=1.488_r4=1.679_r5=6.277_vol=96938.893].msh     8.2750     8.9580     1.4880     1.6790     6.2770     96938.8930     96769.6369     280528    1537141       7.8277       9.7079      14.6444      32.1875       387.9485        19.3974       170.4784         8.5239
       fcc[r1=8.277_r2=7.520_r3=1.494_r4=2.274_r5=8.912_vol=106858.248].msh     8.2770     7.5200     1.4940     2.2740     8.9120    106858.2480    106694.4734     295956    1638027       8.4331      10.7481      15.5485      34.7377       422.5591        21.1280       188.5797         9.4290
       fcc[r1=8.278_r2=2.753_r3=7.879_r4=7.621_r5=9.987_vol=154142.383].msh     8.2780     2.7530     7.8790     7.6210     9.9870    154142.3830    154044.3892     291475    1648262       9.0490      11.8285      14.6343      35.5203       637.9362        31.8968       273.5786        13.6789
       fcc[r1=8.278_r2=3.382_r3=9.914_r4=1.969_r5=5.047_vol=109367.044].msh     8.2780     3.3820     9.9140     1.9690     5.0470    109367.0440    109277.5071     296351    1652533       8.8895      10.9142      15.6794      35.4914       432.6230        21.6312       194.2723         9.7136
       fcc[r1=8.278_r2=4.512_r3=2.576_r4=7.820_r5=7.061_vol=117206.869].msh     8.2780     4.5120     2.5760     7.8200     7.0610    117206.8690    117090.9978     310924    1735375       9.1798      11.8858      16.6128      37.6871       460.9236        23.0462       205.6424        10.2821
       fcc[r1=8.279_r2=1.900_r3=4.824_r4=9.461_r5=2.632_vol=100905.535].msh     8.2790     1.9000     4.8240     9.4610     2.6320    100905.5350    100852.5104     284623    1575801       8.1954      10.1330      15.0754      33.4116       389.4361        19.4718       176.6126         8.8306
       fcc[r1=8.279_r2=5.490_r3=4.099_r4=9.800_r5=9.003_vol=155793.908].msh     8.2790     5.4900     4.0990     9.8000     9.0030    155793.9080    155617.0798     291046    1649302       8.9689      11.5712      14.6633      35.2118       646.1616        32.3081       278.9680        13.9484
        fcc[r1=8.281_r2=4.266_r3=7.205_r4=1.326_r5=5.168_vol=96436.713].msh     8.2810     4.2660     7.2050     1.3260     5.1680     96436.7130     96334.9453     276336    1520518       7.9556       9.6240      14.5788      32.1658       379.1050        18.9553       169.6654         8.4833
        fcc[r1=8.282_r2=1.727_r3=9.489_r4=1.015_r5=3.461_vol=84647.374].msh     8.2820     1.7270     9.4890     1.0150     3.4610     84647.3740     84612.9015     342113    1877953       9.6925      12.3689      20.5419      42.6123       328.3954        16.4198       146.6278         7.3314
       fcc[r1=8.282_r2=6.572_r3=3.048_r4=6.918_r5=6.258_vol=123392.309].msh     8.2820     6.5720     3.0480     6.9180     6.2580    123392.3090    123235.3290     317370    1782093       9.9111      12.5535      16.8644      39.3383       493.3186        24.6659       220.7066        11.0353
       fcc[r1=8.283_r2=3.994_r3=9.095_r4=4.137_r5=6.028_vol=126657.220].msh     8.2830     3.9940     9.0950     4.1370     6.0280    126657.2200    126548.0122     321388    1812634      10.5978      12.9403      17.3742      40.9228       507.1251        25.3563       227.1930        11.3597
        fcc[r1=8.283_r2=4.138_r3=1.699_r4=3.250_r5=2.657_vol=65031.581].msh     8.2830     4.1380     1.6990     3.2500     2.6570     65031.5810     64980.4488     404953    2180340      11.1809      13.8959      27.4158      52.5060       251.9759        12.5988       109.9041         5.4952
       fcc[r1=8.284_r2=8.380_r3=4.078_r4=4.521_r5=2.704_vol=103663.678].msh     8.2840     8.3800     4.0780     4.5210     2.7040    103663.6780    103512.1071     293008    1616235       8.2377      10.1806      15.2854      33.7114       419.9586        20.9979       182.1992         9.1100
        fcc[r1=8.285_r2=5.612_r3=2.626_r4=2.108_r5=2.867_vol=71511.333].msh     8.2850     5.6120     2.6260     2.1080     2.8670     71511.3330     71438.2498     427059    2314422      11.5381      15.2586      28.8641      55.6716       280.8875        14.0444       121.1324         6.0566
       fcc[r1=8.286_r2=1.290_r3=9.455_r4=2.196_r5=8.236_vol=113840.994].msh     8.2860     1.2900     9.4550     2.1960     8.2360    113840.9940    113787.6942     305479    1706048       9.2445      11.5056      16.3194      37.0781       444.2994        22.2150       199.6907         9.9845
        fcc[r1=8.286_r2=3.082_r3=4.370_r4=6.522_r5=2.291_vol=87778.103].msh     8.2860     3.0820     4.3700     6.5220     2.2910     87778.1030     87723.0895     347178    1913623       9.9574      12.7246      20.5981      43.2894       339.5620        16.9781       153.1216         7.6561
       fcc[r1=8.287_r2=3.595_r3=7.356_r4=9.753_r5=9.157_vol=165067.222].msh     8.2870     3.5950     7.3560     9.7530     9.1570    165067.2220    164945.0446     306919    1746449       9.9305      13.0029      15.9119      38.8545       695.3311        34.7666       295.6492        14.7825
        fcc[r1=8.288_r2=5.220_r3=6.477_r4=1.878_r5=1.982_vol=82338.956].msh     8.2880     5.2200     6.4770     1.8780     1.9820     82338.9560     82255.8333     340027    1847623       9.5389      11.6618      19.8994      41.1088       326.6607        16.3330       140.2623         7.0131
        fcc[r1=8.289_r2=3.658_r3=4.181_r4=5.005_r5=1.023_vol=75396.046].msh     8.2890     3.6580     4.1810     5.0050     1.0230     75396.0460     75337.8745     323961    1751917       9.1030      10.5425      19.3221      38.9767       293.5863        14.6793       128.8832         6.4442
       fcc[r1=8.289_r2=7.505_r3=8.727_r4=9.404_r5=1.739_vol=148940.937].msh     8.2890     7.5050     8.7270     9.4040     1.7390    148940.9370    148797.2000     360046    2049073      12.0956      15.4463      19.5509      47.1037       626.4325        31.3216       271.3642        13.5682
       fcc[r1=8.290_r2=7.997_r3=7.869_r4=9.657_r5=3.680_vol=162068.120].msh     8.2900     7.9970     7.8690     9.6570     3.6800    162068.1200    161874.5964     294574    1677523      10.5335      12.3909      15.0850      38.0227       689.7683        34.4884       298.4713        14.9236
       fcc[r1=8.292_r2=9.221_r3=2.427_r4=5.864_r5=3.263_vol=110317.061].msh     8.2920     9.2210     2.4270     5.8640     3.2630    110317.0610    110152.3660     301848    1675543       8.6129      10.6520      15.6439      34.9172       448.2222        22.4111       196.0380         9.8019
       fcc[r1=8.293_r2=3.611_r3=8.236_r4=4.074_r5=6.427_vol=121433.334].msh     8.2930     3.6110     8.2360     4.0740     6.4270    121433.3340    121332.4748     313565    1762468       9.4093      12.0710      16.8751      38.3643       482.1533        24.1077       216.6619        10.8331
       fcc[r1=8.294_r2=8.427_r3=6.477_r4=3.719_r5=9.016_vol=153018.603].msh     8.2940     8.4270     6.4770     3.7190     9.0160    153018.6030    152812.3085     283867    1609964       9.0072      11.5505      14.4872      35.0532       639.5518        31.9776       280.1804        14.0090
