                                                                   filename         r1         r2         r3         r4         r5    step_volume    gmsh_volume      nodes   elements     pre_time    biax_time   shear_time   total_time     biax_react          E_eff    shear_react          G_eff
       fcc[r1=7.021_r2=7.845_r3=7.550_r4=2.050_r5=8.853_vol=130080.640].msh     7.0210     7.8450     7.5500     2.0500     8.8530    130080.6400    129896.9940     316565    1799075       9.8521      12.8574      16.0152      38.7337       512.0329        25.6016       228.7601        11.4380
        fcc[r1=7.022_r2=3.702_r3=1.143_r4=5.719_r5=3.797_vol=66660.134].msh     7.0220     3.7020     1.1430     5.7190     3.7970     66660.1340     66587.6639     381345    2091231      10.4882      13.1605      23.7961      47.4547       240.5356        12.0268       111.6746         5.5837
       fcc[r1=7.022_r2=8.123_r3=8.891_r4=6.055_r5=9.738_vol=170266.393].msh     7.0220     8.1230     8.8910     6.0550     9.7380    170266.3930    170046.2409     300509    1726006       9.6539      13.0321      14.5857      37.2807       718.4159        35.9208       303.2003        15.1600
        fcc[r1=7.022_r2=9.070_r3=3.814_r4=2.947_r5=4.323_vol=93883.804].msh     7.0220     9.0700     3.8140     2.9470     4.3230     93883.8040     93706.3130     266440    1470761       7.4856       8.9764      12.8211      29.2902       359.0772        17.9539       161.7595         8.0880
        fcc[r1=7.023_r2=1.726_r3=2.262_r4=1.587_r5=5.075_vol=49737.503].msh     7.0230     1.7260     2.2620     1.5870     5.0750     49737.5030     49703.8806     336119    1792352       8.2428      10.2925      20.9553      39.4984       177.2955         8.8648        81.5456         4.0773
       fcc[r1=7.023_r2=8.066_r3=6.707_r4=4.591_r5=9.806_vol=147442.009].msh     7.0230     8.0660     6.7070     4.5910     9.8060    147442.0090    147249.1540     346979    1991785      11.1420      15.2887      18.2589      44.6997       594.7107        29.7355       259.4783        12.9739
       fcc[r1=7.025_r2=3.646_r3=7.138_r4=9.765_r5=6.895_vol=136088.087].msh     7.0250     3.6460     7.1380     9.7650     6.8950    136088.0870    135957.8258     332304    1894052      10.3964      13.6108      16.8605      40.8775       537.5723        26.8786       234.0077        11.7004
       fcc[r1=7.027_r2=8.356_r3=8.791_r4=6.754_r5=7.075_vol=158366.507].msh     7.0270     8.3560     8.7910     6.7540     7.0750    158366.5070    158148.3543     284893    1627251       9.2057      11.8598      13.7618      34.8356       656.1657        32.8083       282.2026        14.1101
       fcc[r1=7.029_r2=4.671_r3=3.610_r4=5.803_r5=9.358_vol=111695.108].msh     7.0290     4.6710     3.6100     5.8030     9.3580    111695.1080    111538.5313     292316    1638199       8.6740      10.9150      14.3497      33.9475       423.5851        21.1793       189.8824         9.4941
        fcc[r1=7.031_r2=3.364_r3=1.216_r4=5.065_r5=8.628_vol=82238.905].msh     7.0310     3.3640     1.2160     5.0650     8.6280     82238.9050     82140.4444     335490    1849582       9.4074      11.6956      17.8830      38.9950       299.3835        14.9692       135.9837         6.7992
        fcc[r1=7.032_r2=3.005_r3=5.647_r4=4.620_r5=6.053_vol=91449.394].msh     7.0320     3.0050     5.6470     4.6200     6.0530     91449.3940     91331.9614     256415    1422437       7.2833       8.6982      12.4036      28.3921       336.7599        16.8380       155.5515         7.7776
        fcc[r1=7.032_r2=3.855_r3=3.004_r4=2.797_r5=7.606_vol=79780.880].msh     7.0320     3.8550     3.0040     2.7970     7.6060     79780.8800     79677.0963     314807    1734001       8.7918      10.7728      17.0356      36.6087       290.4516        14.5226       134.0896         6.7045
       fcc[r1=7.033_r2=5.925_r3=4.658_r4=2.998_r5=8.640_vol=106686.644].msh     7.0330     5.9250     4.6580     2.9980     8.6400    106686.6440    106509.7943     278456    1559677       8.2481      10.0397      13.6213      31.9170       402.6408        20.1320       183.9286         9.1964
        fcc[r1=7.033_r2=7.953_r3=2.449_r4=1.581_r5=5.448_vol=80834.913].msh     7.0330     7.9530     2.4490     1.5810     5.4480     80834.9130     80687.9475     313566    1725160       8.7430      10.7533      16.9316      36.4363       302.6560        15.1328       137.8675         6.8934
        fcc[r1=7.035_r2=1.967_r3=7.206_r4=8.426_r5=1.731_vol=91618.435].msh     7.0350     1.9670     7.2060     8.4260     1.7310     91618.4350     91538.5435     254821    1412373       7.3079       8.6687      12.5237      28.5073       338.0171        16.9009       156.6689         7.8334
       fcc[r1=7.035_r2=4.473_r3=9.072_r4=4.428_r5=3.828_vol=104410.027].msh     7.0350     4.4730     9.0720     4.4280     3.8280    104410.0270    104270.4132     275143    1541756       8.2202       9.6646      13.3491      31.2416       395.7442        19.7872       180.9984         9.0499
        fcc[r1=7.035_r2=5.575_r3=9.979_r4=3.560_r5=1.936_vol=97649.994].msh     7.0350     5.5750     9.9790     3.5600     1.9360     97649.9940     97523.5189     272245    1510208       7.7990       9.4761      13.3842      30.6668       373.2405        18.6620       167.1001         8.3550
       fcc[r1=7.036_r2=6.539_r3=3.503_r4=5.599_r5=5.843_vol=103146.591].msh     7.0360     6.5390     3.5030     5.5990     5.8430    103146.5910    102966.4466     272531    1524239       7.9953       9.2674      13.4246      30.6948       389.0103        19.4505       178.6797         8.9340
       fcc[r1=7.036_r2=7.090_r3=2.365_r4=5.203_r5=7.766_vol=107660.824].msh     7.0360     7.0900     2.3650     5.2030     7.7660    107660.8240    107473.2813     278984    1562850       8.3010      10.1661      13.6405      32.1154       407.6138        20.3807       186.0240         9.3012
       fcc[r1=7.037_r2=7.638_r3=7.116_r4=9.979_r5=3.067_vol=138349.090].msh     7.0370     7.6380     7.1160     9.9790     3.0670    138349.0900    138169.8989     332447    1896722      10.5065      14.0045      17.0434      41.5640       554.0481        27.7024       244.1453        12.2073
       fcc[r1=7.039_r2=5.381_r3=8.193_r4=6.280_r5=7.322_vol=135765.662].msh     7.0390     5.3810     8.1930     6.2800     7.3220    135765.6620    135601.5368     327788    1872638      10.3788      13.5998      16.8087      40.7967       535.3584        26.7679       236.6318        11.8316
       fcc[r1=7.039_r2=6.284_r3=5.600_r4=4.231_r5=9.356_vol=125199.122].msh     7.0390     6.2840     5.6000     4.2310     9.3560    125199.1220    125022.8403     309251    1753550       9.5691      12.1707      15.4778      37.2264       485.2352        24.2618       217.1935        10.8597
       fcc[r1=7.040_r2=6.030_r3=1.786_r4=6.357_r5=7.138_vol=101327.541].msh     7.0400     6.0300     1.7860     6.3570     7.1380    101327.5410    101143.8678     273696    1526357       7.9394       9.6659      13.2397      30.8524       379.2283        18.9614       173.4731         8.6737
        fcc[r1=7.041_r2=2.789_r3=2.392_r4=3.586_r5=1.931_vol=51321.441].msh     7.0410     2.7890     2.3920     3.5860     1.9310     51321.4410     51272.4012     338181    1804208       8.3854      10.3982      21.0541      39.8457       185.3940         9.2697        84.5420         4.2271
        fcc[r1=7.042_r2=1.887_r3=8.515_r4=3.424_r5=4.871_vol=88730.381].msh     7.0420     1.8870     8.5150     3.4240     4.8710     88730.3810     88665.0896     326972    1826387       9.5540      11.3383      17.6499      38.5511       326.0806        16.3040       151.4508         7.5725
        fcc[r1=7.042_r2=2.003_r3=1.081_r4=6.196_r5=2.354_vol=54649.177].msh     7.0420     2.0030     1.0810     6.1960     2.3540     54649.1770     54613.7250     347019    1869873       8.8570      10.9224      21.6206      41.4083       195.2119         9.7606        90.4478         4.5224
       fcc[r1=7.042_r2=2.713_r3=9.227_r4=9.399_r5=8.399_vol=149281.958].msh     7.0420     2.7130     9.2270     9.3990     8.3990    149281.9580    149172.5466     359366    2055360      11.3553      15.8002      18.3825      45.5483       607.2410        30.3621       257.3828        12.8691
       fcc[r1=7.043_r2=8.904_r3=5.865_r4=4.032_r5=9.069_vol=139674.751].msh     7.0430     8.9040     5.8650     4.0320     9.0690    139674.7510    139470.0207     333224    1903069      10.5655      14.2247      17.0760      41.8761       558.0974        27.9049       246.5427        12.3271
        fcc[r1=7.044_r2=2.729_r3=7.565_r4=3.267_r5=7.165_vol=99027.709].msh     7.0440     2.7290     7.5650     3.2670     7.1650     99027.7090     98916.5026     268541    1499529       7.8957       9.4498      13.2739      30.6267       368.1351        18.4068       169.0039         8.4502
       fcc[r1=7.044_r2=3.647_r3=3.694_r4=9.476_r5=9.983_vol=128798.208].msh     7.0440     3.6470     3.6940     9.4760     9.9830    128798.2080    128667.4997     331521    1869152      10.0463      13.2614      16.4756      39.7925       506.3220        25.3161       218.7902        10.9395
        fcc[r1=7.044_r2=3.733_r3=3.300_r4=4.076_r5=3.825_vol=70040.240].msh     7.0440     3.7330     3.3000     4.0760     3.8250     70040.2400     69967.8096     390461    2152876      10.9020      13.8510      23.8056      48.5685       254.6451        12.7323       118.2528         5.9126
       fcc[r1=7.044_r2=9.973_r3=6.799_r4=1.450_r5=8.208_vol=129917.993].msh     7.0440     9.9730     6.7990     1.4500     8.2080    129917.9930    129705.4950     323425    1834499       9.9374      13.1025      16.3662      39.4152       518.0078        25.9004       230.1894        11.5095
       fcc[r1=7.045_r2=1.575_r3=7.205_r4=9.516_r5=4.786_vol=111070.179].msh     7.0450     1.5750     7.2050     9.5160     4.7860    111070.1790    110997.5540     293333    1645624       8.7044      10.8170      14.3721      33.9017       419.6468        20.9823       188.0037         9.4002
        fcc[r1=7.045_r2=2.990_r3=2.209_r4=3.438_r5=2.581_vol=53427.667].msh     7.0450     2.9900     2.2090     3.4380     2.5810     53427.6670     53374.4115     343542    1842817       8.6877      10.7264      21.4732      40.8953       192.9302         9.6465        88.3925         4.4196
       fcc[r1=7.045_r2=6.801_r3=5.726_r4=3.011_r5=7.301_vol=110661.661].msh     7.0450     6.8010     5.7260     3.0110     7.3010    110661.6610    110487.0041     285716    1606678       8.5545      10.3984      13.6579      32.6190       422.5077        21.1254       192.8024         9.6401
       fcc[r1=7.045_r2=8.844_r3=2.691_r4=5.801_r5=6.084_vol=113561.376].msh     7.0450     8.8440     2.6910     5.8010     6.0840    113561.3760    113364.0839     289733    1629068       8.6682      10.7457      14.1385      33.5604       437.7178        21.8859       198.8410         9.9420
        fcc[r1=7.046_r2=3.613_r3=2.519_r4=6.781_r5=6.751_vol=91852.355].msh     7.0460     3.6130     2.5190     6.7810     6.7510     91852.3550     91727.4668     267066    1477953       7.5227       9.0930      12.3676      28.9906       338.2117        16.9106       154.5479         7.7274
       fcc[r1=7.047_r2=1.473_r3=4.565_r4=8.206_r5=8.741_vol=106811.909].msh     7.0470     1.4730     4.5650     8.2060     8.7410    106811.9090    106758.7393     299259    1663687       8.5865      10.8992      14.3848      33.8786       404.0143        20.2007       177.6136         8.8807
       fcc[r1=7.047_r2=2.670_r3=6.328_r4=8.927_r5=3.965_vol=105315.972].msh     7.0470     2.6700     6.3280     8.9270     3.9650    105315.9720    105211.7668     275715    1544641       8.0816       9.7845      13.4105      31.2842       394.6990        19.7349       179.9220         8.9961
       fcc[r1=7.047_r2=4.749_r3=6.683_r4=8.637_r5=4.110_vol=118393.626].msh     7.0470     4.7490     6.6830     8.6370     4.1100    118393.6260    118236.0987     298586    1692116       9.1225      11.5361      14.7932      35.4603       454.2242        22.7112       205.4442        10.2722
        fcc[r1=7.048_r2=2.876_r3=5.092_r4=6.153_r5=2.289_vol=77323.091].msh     7.0480     2.8760     5.0920     6.1530     2.2890     77323.0910     77244.3095     304424    1679814       8.5002      10.2987      16.1856      34.9924       282.3090        14.1155       131.4919         6.5746
        fcc[r1=7.048_r2=5.486_r3=1.172_r4=5.377_r5=4.752_vol=78532.184].msh     7.0480     5.4860     1.1720     5.3770     4.7520     78532.1840     78400.3410     309397    1705004       8.6696      10.4598      16.5395      35.6769       287.9532        14.3977       133.4041         6.6702
        fcc[r1=7.051_r2=7.117_r3=3.508_r4=4.568_r5=3.018_vol=85194.154].msh     7.0510     7.1170     3.5080     4.5680     3.0180     85194.1540     85057.4120     323499    1791716       9.2014      11.2442      17.3996      37.8536       319.9157        15.9958       145.6554         7.2828
       fcc[r1=7.051_r2=7.424_r3=9.139_r4=6.693_r5=6.836_vol=153287.543].msh     7.0510     7.4240     9.1390     6.6930     6.8360    153287.5430    153075.0020     276809    1578078       8.7294      10.8101      12.8930      32.4405       627.9687        31.3984       271.8466        13.5923
        fcc[r1=7.052_r2=1.179_r3=8.149_r4=1.566_r5=9.563_vol=96007.284].msh     7.0520     1.1790     8.1490     1.5660     9.5630     96007.2840     95947.5183     275409    1530024       7.9174       9.6194      13.2078      30.7520       354.9958        17.7498       161.0390         8.0520
        fcc[r1=7.053_r2=7.038_r3=1.100_r4=5.718_r5=2.104_vol=74251.396].msh     7.0530     7.0380     1.1000     5.7180     2.1040     74251.3960     74141.3336     408516    2258137      11.5263      15.0316      25.1475      51.7159       275.9538        13.7977       125.4645         6.2732
       fcc[r1=7.053_r2=8.908_r3=6.738_r4=9.242_r5=7.387_vol=167270.124].msh     7.0530     8.9080     6.7380     9.2420     7.3870    167270.1240    167040.7773     296606    1701029       9.5171      12.4436      14.6860      36.6554       702.3276        35.1164       298.4650        14.9233
        fcc[r1=7.055_r2=1.243_r3=3.603_r4=3.649_r5=2.154_vol=51249.758].msh     7.0550     1.2430     3.6030     3.6490     2.1540     51249.7580     51227.5051     338785    1814048       8.4503      10.4021      21.5338      40.3942       183.6549         9.1827        84.7133         4.2357
       fcc[r1=7.056_r2=4.986_r3=7.909_r4=9.824_r5=7.189_vol=151963.453].msh     7.0560     4.9860     7.9090     9.8240     7.1890    151963.4530    151769.9156     278156    1585944       8.7390      11.1012      12.9822      32.8305       618.3821        30.9191       265.4547        13.2727
       fcc[r1=7.057_r2=6.747_r3=7.009_r4=2.729_r5=7.015_vol=114448.416].msh     7.0570     6.7470     7.0090     2.7290     7.0150    114448.4160    114272.4302     291571    1642132       8.8371      10.8098      14.5386      34.1937       440.1712        22.0086       200.0140        10.0007
       fcc[r1=7.057_r2=7.125_r3=8.390_r4=9.203_r5=3.918_vol=143793.445].msh     7.0570     7.1250     8.3900     9.2030     3.9180    143793.4450    143627.2827     345945    1978309      11.0289      14.4532      17.9894      43.4813       580.3719        29.0186       254.0437        12.7022
       fcc[r1=7.057_r2=8.011_r3=7.585_r4=8.260_r5=4.411_vol=141550.422].msh     7.0570     8.0110     7.5850     8.2600     4.4110    141550.4220    141372.6824     339995    1942004      10.7896      14.4208      17.5217      42.7421       570.4357        28.5218       250.5639        12.5282
        fcc[r1=7.058_r2=2.233_r3=9.106_r4=4.280_r5=3.374_vol=90183.388].msh     7.0580     2.2330     9.1060     4.2800     3.3740     90183.3880     90095.9634     255055    1414785       7.2521       8.5320      11.9599      27.7509       333.8569        16.6928       154.7571         7.7379
       fcc[r1=7.058_r2=7.934_r3=5.896_r4=9.421_r5=3.693_vol=133956.798].msh     7.0580     7.9340     5.8960     9.4210     3.6930    133956.7980    133774.7476     325713    1855005      10.1895      13.2920      16.6562      40.1468       531.9698        26.5985       236.1708        11.8085
        fcc[r1=7.061_r2=2.787_r3=2.809_r4=5.375_r5=3.239_vol=66700.531].msh     7.0610     2.7870     2.8090     5.3750     3.2390     66700.5310     66650.2312     382868    2104096      10.5499      13.4168      24.1220      48.0984       240.8503        12.0425       112.0994         5.6050
       fcc[r1=7.061_r2=6.171_r3=7.067_r4=8.223_r5=8.161_vol=150546.400].msh     7.0610     6.1710     7.0670     8.2230     8.1610    150546.4000    150334.2560     272217    1551005       8.5259      10.9007      12.8140      32.2485       610.2452        30.5123       263.7050        13.1852
       fcc[r1=7.061_r2=7.849_r3=4.614_r4=1.346_r5=9.884_vol=114998.146].msh     7.0610     7.8490     4.6140     1.3460     9.8840    114998.1460    114808.9893     293186    1650014       8.8292      10.5600      14.5327      33.9301       441.7561        22.0878       200.4076        10.0204
       fcc[r1=7.061_r2=8.993_r3=1.404_r4=8.072_r5=4.598_vol=111801.391].msh     7.0610     8.9930     1.4040     8.0720     4.5980    111801.3910    111601.0146     288807    1623795       8.6998      10.7596      14.2102      33.6776       430.1377        21.5069       195.6695         9.7835
        fcc[r1=7.063_r2=4.120_r3=2.341_r4=6.471_r5=4.387_vol=81459.745].msh     7.0630     4.1200     2.3410     6.4710     4.3870     81459.7450     81360.3444     314871    1743328       8.9003      10.3442      16.9623      36.2150       297.9193        14.8960       138.2839         6.9142
       fcc[r1=7.063_r2=6.335_r3=7.308_r4=9.338_r5=9.215_vol=166145.964].msh     7.0630     6.3350     7.3080     9.3380     9.2150    166145.9640    165940.4766     297832    1706958       9.5146      12.5441      14.4766      36.5440       695.3416        34.7671       292.7434        14.6372
       fcc[r1=7.064_r2=2.803_r3=5.630_r4=7.067_r5=6.569_vol=105710.004].msh     7.0640     2.8030     5.6300     7.0670     6.5690    105710.0040    105601.6480     280528    1568196       8.2763       9.9695      13.6844      31.9378       396.4489        19.8224       179.3633         8.9682
       fcc[r1=7.064_r2=3.675_r3=3.097_r4=9.275_r5=9.259_vol=120746.856].msh     7.0640     3.6750     3.0970     9.2750     9.2590    120746.8560    120620.6595     318122    1786932       9.4867      11.8201      15.5788      36.8943       467.0263        23.3513       204.2075        10.2104
        fcc[r1=7.065_r2=3.381_r3=2.582_r4=9.064_r5=1.571_vol=78297.576].msh     7.0650     3.3810     2.5820     9.0640     1.5710     78297.5760     78209.2272     307642    1698912       9.4226      10.4843      16.5826      36.4974       285.5477        14.2774       133.0539         6.6527
        fcc[r1=7.066_r2=1.268_r3=3.575_r4=3.091_r5=2.431_vol=50122.140].msh     7.0660     1.2680     3.5750     3.0910     2.4310     50122.1400     50098.5203     337458    1802645       8.3213      10.3181      21.3773      40.0246       179.7142         8.9857        82.6962         4.1348
        fcc[r1=7.068_r2=1.942_r3=2.797_r4=8.099_r5=7.693_vol=94190.276].msh     7.0680     1.9420     2.7970     8.0990     7.6930     94190.2760     94119.5382     279592    1544442       8.0363       9.8338      13.6206      31.4985       348.5791        17.4290       155.9555         7.7978
        fcc[r1=7.068_r2=5.451_r3=3.414_r4=5.747_r5=2.105_vol=78537.819].msh     7.0680     5.4510     3.4140     5.7470     2.1050     78537.8190     78413.0781     310179    1706745       8.7238      10.5651      16.9894      36.2866       290.9928        14.5496       133.6588         6.6829
        fcc[r1=7.068_r2=5.846_r3=5.187_r4=3.721_r5=2.538_vol=80712.066].msh     7.0680     5.8460     5.1870     3.7210     2.5380     80712.0660     80590.2066     316108    1742215       9.0602      11.0977      17.3575      37.5237       301.6573        15.0829       137.0536         6.8527
        fcc[r1=7.070_r2=2.781_r3=3.639_r4=2.492_r5=7.038_vol=73824.078].msh     7.0700     2.7810     3.6390     2.4920     7.0380     73824.0780     73767.5471     411791    2273054      11.5912      14.4216      26.0656      52.0890       266.9780        13.3489       123.3789         6.1689
       fcc[r1=7.073_r2=3.587_r3=8.407_r4=6.006_r5=5.873_vol=116931.338].msh     7.0730     3.5870     8.4070     6.0060     5.8730    116931.3380    116795.2552     296513    1676247       9.0783      11.2714      14.4126      34.7707       446.8423        22.3421       201.9703        10.0985
       fcc[r1=7.073_r2=7.674_r3=3.335_r4=2.836_r5=8.874_vol=109634.264].msh     7.0730     7.6740     3.3350     2.8360     8.8740    109634.2640    109445.2371     285665    1601787       8.5371      10.4838      13.7388      32.7676       417.8191        20.8910       190.4160         9.5208
        fcc[r1=7.074_r2=3.579_r3=2.717_r4=4.028_r5=3.466_vol=64940.417].msh     7.0740     3.5790     2.7170     4.0280     3.4660     64940.4170     64874.1450     371951    2033761      11.0450      12.5835      23.0295      46.6674       235.7176        11.7859       109.1099         5.4555
        fcc[r1=7.074_r2=7.841_r3=5.262_r4=1.438_r5=3.776_vol=84598.697].msh     7.0740     7.8410     5.2620     1.4380     3.7760     84598.6970     84462.9117     329853    1821254       9.2953      11.0163      17.7576      38.0777       321.3565        16.0678       143.5803         7.1790
       fcc[r1=7.074_r2=8.595_r3=6.303_r4=4.748_r5=9.513_vol=147983.889].msh     7.0740     8.5950     6.3030     4.7480     9.5130    147983.8890    147793.1097     349315    2002237      11.2488      15.3958      18.3316      44.9868       598.5692        29.9285       261.4571        13.0729
       fcc[r1=7.075_r2=7.740_r3=6.049_r4=4.551_r5=9.825_vol=141821.304].msh     7.0750     7.7400     6.0490     4.5510     9.8250    141821.3040    141634.6256     340183    1946714      10.9138      14.5330      17.8051      43.2620       566.2236        28.3112       248.9444        12.4472
       fcc[r1=7.075_r2=9.699_r3=4.364_r4=3.283_r5=5.127_vol=107031.580].msh     7.0750     9.6990     4.3640     3.2830     5.1270    107031.5800    106840.5358     289255    1615117       8.4900      10.4978      14.0519      33.0475       415.9602        20.7980       186.9439         9.3472
        fcc[r1=7.076_r2=3.198_r3=6.033_r4=4.734_r5=2.829_vol=79404.184].msh     7.0760     3.1980     6.0330     4.7340     2.8290     79404.1840     79324.4748     309571    1710605       8.7394      10.6853      16.3404      35.7735       291.6616        14.5831       135.3719         6.7686
       fcc[r1=7.076_r2=7.759_r3=4.645_r4=5.176_r5=8.370_vol=128686.206].msh     7.0760     7.7590     4.6450     5.1760     8.3700    128686.2060    128499.4033     315234    1790508       9.8364      12.0921      16.0288      37.9662       503.3532        25.1677       225.2493        11.2625
       fcc[r1=7.078_r2=7.463_r3=1.523_r4=6.449_r5=9.859_vol=123000.194].msh     7.0780     7.4630     1.5230     6.4490     9.8590    123000.1940    122807.2000     310769    1754001       9.4884      12.0394      15.1169      36.6534       475.9592        23.7980       212.4002        10.6200
       fcc[r1=7.079_r2=8.230_r3=3.806_r4=1.578_r5=9.905_vol=113996.523].msh     7.0790     8.2300     3.8060     1.5780     9.9050    113996.5230    113809.5729     294376    1653292       8.9613      10.9592      14.7060      34.6348       437.7733        21.8887       198.6524         9.9326
       fcc[r1=7.080_r2=5.882_r3=5.694_r4=8.281_r5=1.373_vol=101404.191].msh     7.0800     5.8820     5.6940     8.2810     1.3730    101404.1910    101245.0548     273262    1526441       8.0934       9.7688      13.3575      31.2273       385.2043        19.2602       175.6851         8.7843
       fcc[r1=7.082_r2=9.967_r3=9.145_r4=4.216_r5=1.242_vol=112377.665].msh     7.0820     9.9670     9.1450     4.2160     1.2420    112377.6650    112191.7707     318276    1775469       9.2447      12.0240      15.2301      36.5075       452.1096        22.6055       193.2348         9.6617
       fcc[r1=7.084_r2=7.332_r3=7.112_r4=5.729_r5=4.452_vol=120446.180].msh     7.0840     7.3320     7.1120     5.7290     4.4520    120446.1800    120274.9396     303472    1714819       9.3236      11.6581      15.0978      36.0881       470.1870        23.5094       211.4421        10.5721
       fcc[r1=7.084_r2=9.878_r3=4.906_r4=9.172_r5=3.574_vol=136877.911].msh     7.0840     9.8780     4.9060     9.1720     3.5740    136877.9110    136677.5378     336695    1916346      10.5849      13.3391      17.2870      41.2208       551.4578        27.5729       243.0313        12.1516
       fcc[r1=7.085_r2=3.634_r3=5.631_r4=6.606_r5=8.893_vol=120198.412].msh     7.0850     3.6340     5.6310     6.6060     8.8930    120198.4120    120072.1122     307263    1730115       9.3315      11.6191      15.0752      36.0345       462.3193        23.1160       204.9221        10.2461
       fcc[r1=7.086_r2=8.504_r3=4.769_r4=7.009_r5=8.373_vol=145065.176].msh     7.0860     8.5040     4.7690     7.0090     8.3730    145065.1760    144870.3373     345835    1982682      11.1194      14.9302      17.9504      44.0102       583.0859        29.1543       255.6456        12.7823
        fcc[r1=7.087_r2=2.832_r3=4.300_r4=3.367_r5=5.553_vol=75391.272].msh     7.0870     2.8320     4.3000     3.3670     5.5530     75391.2720     75318.5584     303490    1669508       8.3860      10.1925      16.1007      34.6873       273.9371        13.6969       127.3390         6.3670
        fcc[r1=7.089_r2=6.542_r3=3.699_r4=4.848_r5=2.957_vol=85014.796].msh     7.0890     6.5420     3.6990     4.8480     2.9570     85014.7960     84881.4623     322539    1787647       9.1683      11.2896      17.5213      37.9877       318.4788        15.9239       145.5351         7.2768
       fcc[r1=7.089_r2=9.353_r3=8.250_r4=8.504_r5=1.058_vol=130952.294].msh     7.0890     9.3530     8.2500     8.5040     1.0580    130952.2940    130771.2377     331194    1867269      10.0026      13.3223      16.3035      39.6374       531.4927        26.5746       230.7356        11.5368
       fcc[r1=7.091_r2=2.641_r3=9.826_r4=8.227_r5=1.591_vol=107246.645].msh     7.0910     2.6410     9.8260     8.2270     1.5910    107246.6450    107144.6269     284422    1592092       8.3994      10.2287      13.7182      32.3542       406.2183        20.3109       185.3292         9.2665
        fcc[r1=7.091_r2=3.647_r3=1.024_r4=1.720_r5=4.901_vol=53141.728].msh     7.0910     3.6470     1.0240     1.7200     4.9010     53141.7280     53074.7719     341169    1822794       8.4619      10.5847      21.2433      40.2979       191.9723         9.5986        87.6955         4.3848
       fcc[r1=7.091_r2=6.327_r3=7.404_r4=4.799_r5=8.610_vol=136123.178].msh     7.0910     6.3270     7.4040     4.7990     8.6100    136123.1780    135950.4022     329759    1882627      10.3909      13.8916      16.5082      40.8002       537.7080        26.8854       238.0840        11.9042
        fcc[r1=7.091_r2=7.763_r3=1.784_r4=8.993_r5=1.683_vol=96352.687].msh     7.0910     7.7630     1.7840     8.9930     1.6830     96352.6870     96175.1203     264020    1466261       7.5988       8.5877      12.6900      28.8836       365.3559        18.2678       166.8935         8.3447
       fcc[r1=7.092_r2=5.931_r3=6.748_r4=7.216_r5=1.240_vol=100320.496].msh     7.0920     5.9310     6.7480     7.2160     1.2400    100320.4960    100168.9298     274257    1527619       7.9540       9.6551      13.1456      30.7622       382.3742        19.1187       173.2932         8.6647
        fcc[r1=7.094_r2=2.637_r3=2.084_r4=2.184_r5=7.168_vol=64202.137].msh     7.0940     2.6370     2.0840     2.1840     7.1680     64202.1370     64150.4832     382318    2079158      10.1823      12.9705      23.4161      46.5784       230.6082        11.5304       106.0030         5.3001
        fcc[r1=7.094_r2=5.794_r3=9.812_r4=2.784_r5=2.262_vol=96090.881].msh     7.0940     5.7940     9.8120     2.7840     2.2620     96090.8810     95955.6541     273856    1516939       7.8146       9.4763      12.7557      30.0540       367.8906        18.3945       164.2593         8.2130
       fcc[r1=7.094_r2=8.282_r3=4.938_r4=7.731_r5=8.271_vol=148648.132].msh     7.0940     8.2820     4.9380     7.7310     8.2710    148648.1320    148451.3145     350980    2016745      11.2978      15.2370      18.6004      45.1454       600.9054        30.0453       261.9778        13.0989
        fcc[r1=7.095_r2=3.292_r3=2.885_r4=4.651_r5=8.192_vol=88201.717].msh     7.0950     3.2920     2.8850     4.6510     8.1920     88201.7170     88114.9152     341266    1893297       9.8108      12.4004      18.3715      40.5917       323.7064        16.1853       147.5717         7.3786
       fcc[r1=7.095_r2=6.013_r3=9.851_r4=9.918_r5=4.205_vol=152606.557].msh     7.0950     6.0130     9.8510     9.9180     4.2050    152606.5570    152414.4745     280190    1597463       8.8262      11.2537      12.7891      32.8772       624.7164        31.2358       270.1164        13.5058
        fcc[r1=7.096_r2=1.153_r3=8.149_r4=2.955_r5=8.564_vol=98757.251].msh     7.0960     1.1530     8.1490     2.9550     8.5640     98757.2510     98696.3565     276868    1539470       7.9541       9.8172      13.2897      31.0684       366.6717        18.3336       166.2077         8.3104
        fcc[r1=7.096_r2=3.997_r3=6.735_r4=6.810_r5=2.452_vol=95712.382].msh     7.0960     3.9970     6.7350     6.8100     2.4520     95712.3820     95580.2558     263863    1469089       7.6155       9.0990      12.9026      29.6243       358.2537        17.9127       165.1990         8.2600
        fcc[r1=7.096_r2=5.072_r3=4.196_r4=6.084_r5=4.372_vol=94529.611].msh     7.0960     5.0720     4.1960     6.0840     4.3720     94529.6110     94367.8571     261012    1451943       7.5605       8.5248      12.7779      28.8703       352.7160        17.6358       163.0229         8.1511
       fcc[r1=7.096_r2=6.598_r3=4.820_r4=9.629_r5=8.749_vol=151306.086].msh     7.0960     6.5980     4.8200     9.6290     8.7490    151306.0860    151091.3256     277229    1576897       8.6973      10.7998      13.1051      32.6104       614.8070        30.7404       264.7186        13.2359
       fcc[r1=7.098_r2=5.266_r3=5.989_r4=6.567_r5=9.741_vol=137407.259].msh     7.0980     5.2660     5.9890     6.5670     9.7410    137407.2590    137247.3104     338472    1930492      10.6604      14.2406      17.6319      42.5426       543.9149        27.1957       237.7631        11.8882
